player,row_id,rk,nation,position,team,age,born,mp,starts,minutes,90s,gls,ast,gplusa,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxgplusxag,prgc,prgp,prgr,gls1,ast1,gplusa1,g_pk1,gplusa_pk,xg1,xag1,xgplusxag,npxg1,npxgplusxag1,row_id_misc,rk_misc,nation_misc,position_misc,team_misc,age_misc,born_misc,90s_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,wonpct,row_id_passing,rk_passing,nation_passing,position_passing,team_passing,age_passing,born_passing,90s_passing,cmp,att,cmppct,totdist,prgdist,cmp1,att1,cmppct1,cmp2,att2,cmppct2,cmp3,att3,cmppct3,ast_passing,xag_passing,xa,a_xag,kp,1_per_3,ppa,crspa,prgp_passing,row_id_playtime,rk_playtime,nation_playtime,position_playtime,team_playtime,age_playtime,born_playtime,mp_playtime,minutes_playtime,mn_per_mp,minpct,90s_playtime,starts_playtime,mn_per_start,compl,subs,mn_per_sub,unsub,ppm,ong,onga,#error!,#error!1,on_off,onxg,onxga,xgplus_per_,xgplus_per_90,on_off1,row_id_defense,rk_defense,nation_defense,position_defense,team_defense,age_defense,born_defense,90s_defense,tkl,tklw_defense,def_3rd,mid_3rd,att_3rd,tkl1,att_defense,tklpct,lost_defense,blocks,sh,pass,int_defense,tklplusint,clr,err,row_id_pass_types,rk_pass_types,nation_pass_types,position_pass_types,team_pass_types,age_pass_types,born_pass_types,90s_pass_types,att_pass_types,live,dead,fk,tb,sw,crs_pass_types,ti,ck,in,out,str,cmp_pass_types,off_pass_types,blocks_pass_types,row_id_creation,rk_creation,nation_creation,position_creation,team_creation,age_creation,born_creation,90s_creation,sca,sca90,passlive,passdead,to,sh_creation,fld_creation,def,gca,gca90,passlive1,passdead1,to1,sh1,fld1,def1,row_id_possession,rk_possession,nation_possession,position_possession,team_possession,age_possession,born_possession,90s_possession,touches,def_pen,def_3rd_possession,mid_3rd_possession,att_3rd_possession,att_pen,live_possession,att_possession,succ,succpct,tkld,tkldpct,carries,totdist_possession,prgdist_possession,prgc_possession,1_per_3_possession,cpa,mis,dis,rec,prgr_possession,row_id_shooting,rk_shooting,nation_shooting,position_shooting,team_shooting,age_shooting,born_shooting,90s_shooting,gls_shooting,sh_shooting,sot,sotpct,sh_per_90,sot_per_90,g_per_sh,g_per_sot,dist,fk_shooting,pk_shooting,pkatt_shooting,xg_shooting,npxg_shooting,npxg_per_sh,g_xg,np:g_xg,data_source
Kenny Tete,525,506,nl NED,DF,Fulham,28,1995,22,21,"1,774",19.7,0,2,2,0,0,0,5,0,1.4,1.4,0.9,2.3,34,63,54,0,0.1,0.1,0,0.1,0.07,0.05,0.12,0.07,0.12,525,506,nl NED,DF,Fulham,28,1995,19.7,5,0,0,35,16,1,38,32,38,0,0,0,74,24,22,52.2,525,506,nl NED,DF,Fulham,28,1995,19.7,772,956,80.8,12358,4026,405,443,91.4,285,353,80.7,61,108,56.5,2,0.9,0.7,1.1,9,65,13,6,63,642,619,nl NED,DF,Fulham,28,1995,22,"1,774",81,51.9,19.7,21,84,15,1,9,2,1.36,24,26,-2,-0.1,-0.21,25.7,25.1,0.6,0.03,-0.04,525,506,nl NED,DF,Fulham,28,1995,19.7,56,38,29,14,13,23,38,60.5,15,31,12,19,32,88,67,0,525,506,nl NED,DF,Fulham,28,1995,19.7,956,799,153,6,1,2,38,147,0,0,0,0,772,4,23,525,506,nl NED,DF,Fulham,28,1995,19.7,36,1.83,28,0,2,3,2,1,4,0.2,4,0,0,0,0,0,525,506,nl NED,DF,Fulham,28,1995,19.7,1205,79,402,484,329,37,1205,20,9,45,6,30,611,2851,1336,34,21,7,17,10,695,54,525,506,nl NED,DF,Fulham,28,1995,19.7,0,24,2,8.3,1.22,0.1,0,0,15.5,0,0,0,1.4,1.4,0.06,-1.4,-1.4,fbref_2024_25
Kepa Arrizabalaga,36,36,es ESP,GK,Bournemouth,29,1994,31,31,"2,790",31,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,0,0,0,0,0,0,36,36,es ESP,GK,Bournemouth,29,1994,31,3,0,0,2,6,0,0,0,0,0,2,0,56,7,1,87.5,36,36,es ESP,GK,Bournemouth,29,1994,31,752,1027,73.2,20531,13943,120,122,98.4,390,397,98.2,241,500,48.2,0,0,0,0,1,10,0,0,2,46,46,es ESP,GK,Bournemouth,29,1994,31,"2,790",90,81.6,31,31,90,31,0,,1,1.48,50,39,11,0.35,0.21,53.6,38.3,15.3,0.49,0.46,36,36,es ESP,GK,Bournemouth,29,1994,31,1,0,1,0,0,0,2,0,2,2,0,2,0,1,15,3,36,36,es ESP,GK,Bournemouth,29,1994,31,1027,728,295,103,0,0,0,0,0,0,0,0,752,4,2,36,36,es ESP,GK,Bournemouth,29,1994,31,4,0.13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,36,36,es ESP,GK,Bournemouth,29,1994,31,1087,800,1057,29,1,1,1087,1,1,100,0,0,621,3129,1797,0,0,0,0,0,486,0,36,36,es ESP,GK,Bournemouth,29,1994,31,0,1,0,0,0.03,0,0,,9.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,fbref_2024_25
Kevin Danso,125,122,at AUT,DF,Tottenham,25,1998,10,9,842,9.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,19,1,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,125,122,at AUT,DF,Tottenham,25,1998,9.4,0,0,0,9,13,0,1,6,5,0,0,0,27,21,12,63.6,125,122,at AUT,DF,Tottenham,25,1998,9.4,480,555,86.5,9082,2716,146,163,89.6,297,320,92.8,33,61,54.1,0,0.1,0.1,-0.1,2,22,2,1,19,156,151,at AUT,DF,Tottenham,25,1998,10,842,84,24.6,9.4,9,89,8,1,45,0,0.8,11,18,-7,-0.75,-0.96,11.7,17,-5.3,-0.57,-0.59,125,122,at AUT,DF,Tottenham,25,1998,9.4,7,5,4,3,0,6,11,54.5,5,15,14,1,6,13,71,1,125,122,at AUT,DF,Tottenham,25,1998,9.4,555,534,21,17,0,2,1,0,0,0,0,0,480,0,8,125,122,at AUT,DF,Tottenham,25,1998,9.4,9,0.96,8,0,0,1,0,0,2,0.21,2,0,0,0,0,0,125,122,at AUT,DF,Tottenham,25,1998,9.4,676,108,394,257,29,8,676,3,2,66.7,1,33.3,448,2428,1195,11,5,1,8,3,475,1,125,122,at AUT,DF,Tottenham,25,1998,9.4,0,7,3,42.9,0.75,0.32,0,0,16.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,fbref_2024_25
Kevin De Bruyne,130,126,be BEL,"MF,FW",Manchester City,33,1991,28,19,"1,702",18.9,4,7,11,4,0,0,2,0,5.1,5.1,8,13.1,51,157,150,0.21,0.37,0.58,0.21,0.58,0.27,0.42,0.69,0.27,0.69,130,126,be BEL,"MF,FW",Manchester City,33,1991,18.9,2,0,0,17,18,5,145,7,9,0,0,0,64,5,16,23.8,130,126,be BEL,"MF,FW",Manchester City,33,1991,18.9,908,1196,75.9,15487,4454,459,537,85.5,346,449,77.1,90,159,56.6,7,8,6.7,-1,57,88,59,13,157,161,156,be BEL,"MF,FW",Manchester City,33,1991,28,"1,702",61,49.8,18.9,19,83,7,9,15,5,1.82,42,19,23,1.22,0.95,34.4,21.1,13.2,0.7,0.32,130,126,be BEL,"MF,FW",Manchester City,33,1991,18.9,17,9,7,5,5,5,23,21.7,18,8,0,8,7,24,10,1,130,126,be BEL,"MF,FW",Manchester City,33,1991,18.9,1196,1031,160,32,15,10,145,18,94,33,20,2,908,5,28,130,126,be BEL,"MF,FW",Manchester City,33,1991,18.9,113,5.97,73,26,3,6,3,2,11,0.58,9,1,0,1,0,0,130,126,be BEL,"MF,FW",Manchester City,33,1991,18.9,1368,10,75,455,850,79,1368,34,13,38.2,17,50,812,4001,2076,51,51,20,26,28,1021,150,130,126,be BEL,"MF,FW",Manchester City,33,1991,18.9,4,57,15,26.3,3.01,0.79,0.07,0.27,21.4,8,0,0,5.1,5.1,0.09,-1.1,-1.1,fbref_2024_25
Kevin Schade,477,460,de GER,FW,Brentford,22,2001,38,26,"2,293",25.5,11,2,13,11,0,0,3,0,8.2,8.2,3.7,11.9,61,38,165,0.43,0.08,0.51,0.43,0.51,0.32,0.14,0.47,0.32,0.47,477,460,de GER,FW,Brentford,22,2001,25.5,3,0,0,21,38,13,38,5,25,1,0,0,83,90,80,52.9,477,460,de GER,FW,Brentford,22,2001,25.5,323,541,59.7,4930,1389,185,265,69.8,111,180,61.7,18,43,41.9,2,3.7,1.8,-1.7,23,32,11,3,38,585,564,de GER,FW,Brentford,22,2001,38,"2,293",60,67,25.5,26,79,6,12,21,0,1.47,45,34,11,0.43,0.59,41.8,30.3,11.5,0.45,1.09,477,460,de GER,FW,Brentford,22,2001,25.5,39,25,17,10,12,13,23,56.5,10,19,4,15,5,44,34,0,477,460,de GER,FW,Brentford,22,2001,25.5,541,483,57,0,1,4,38,54,0,0,0,0,323,1,20,477,460,de GER,FW,Brentford,22,2001,25.5,57,2.24,35,6,6,4,5,1,9,0.35,5,0,1,3,0,0,477,460,de GER,FW,Brentford,22,2001,25.5,883,43,154,238,507,146,883,89,30,33.7,52,58.4,434,3086,1357,61,28,38,60,36,543,165,477,460,de GER,FW,Brentford,22,2001,25.5,11,55,27,49.1,2.16,1.06,0.2,0.41,11.5,0,0,0,8.2,8.2,0.15,2.8,2.8,fbref_2024_25
Kieran Tierney,529,510,sct SCO,"DF,FW",Arsenal,27,1997,13,2,259,2.9,1,0,1,1,0,0,0,0,0.4,0.4,1.4,1.7,8,15,29,0.35,0,0.35,0.35,0.35,0.12,0.48,0.6,0.12,0.6,529,510,sct SCO,"DF,FW",Arsenal,27,1997,2.9,0,0,0,1,2,2,14,3,5,0,0,0,6,5,5,50,529,510,sct SCO,"DF,FW",Arsenal,27,1997,2.9,145,173,83.8,2325,699,69,73,94.5,65,78,83.3,8,15,53.3,0,1.4,0.7,-1.4,8,13,5,2,15,646,623,sct SCO,"DF,FW",Arsenal,27,1997,13,259,20,7.6,2.9,2,62,0,11,12,13,2.08,3,1,2,0.69,-0.24,4.8,2.6,2.1,0.75,0.08,529,510,sct SCO,"DF,FW",Arsenal,27,1997,2.9,7,5,4,1,2,4,6,66.7,2,0,0,0,3,10,9,0,529,510,sct SCO,"DF,FW",Arsenal,27,1997,2.9,173,155,18,4,1,0,14,14,0,0,0,0,145,0,2,529,510,sct SCO,"DF,FW",Arsenal,27,1997,2.9,10,3.47,9,1,0,0,0,0,0,0,0,0,0,0,0,0,529,510,sct SCO,"DF,FW",Arsenal,27,1997,2.9,199,8,36,72,91,6,199,4,2,50,1,25,108,447,253,8,6,1,3,0,143,29,529,510,sct SCO,"DF,FW",Arsenal,27,1997,2.9,1,2,1,50,0.69,0.35,0.5,1,4.1,0,0,0,0.4,0.4,0.18,0.6,0.6,fbref_2024_25
Kieran Trippier,541,522,eng ENG,DF,Newcastle Utd,33,1990,25,14,"1,309",14.5,0,3,3,0,0,0,1,0,0.1,0.1,1.4,1.5,26,117,58,0,0.21,0.21,0,0.21,0.01,0.1,0.1,0.01,0.1,541,522,eng ENG,DF,Newcastle Utd,33,1990,14.5,1,0,0,16,11,2,82,12,21,0,0,0,68,22,15,59.5,541,522,eng ENG,DF,Newcastle Utd,33,1990,14.5,1036,1256,82.5,17676,6130,500,529,94.5,432,504,85.7,83,172,48.3,3,1.4,1.5,1.6,22,70,22,2,117,659,635,eng ENG,DF,Newcastle Utd,33,1990,25,"1,309",52,38.3,14.5,14,77,2,11,21,6,1.6,29,18,11,0.76,0.33,26.8,17.2,9.6,0.66,0.29,541,522,eng ENG,DF,Newcastle Utd,33,1990,14.5,38,21,18,14,6,22,36,61.1,14,11,3,8,12,50,49,0,541,522,eng ENG,DF,Newcastle Utd,33,1990,14.5,1256,1007,246,50,3,3,82,133,62,26,8,15,1036,3,16,541,522,eng ENG,DF,Newcastle Utd,33,1990,14.5,54,3.71,32,20,0,2,0,0,6,0.41,4,2,0,0,0,0,541,522,eng ENG,DF,Newcastle Utd,33,1990,14.5,1388,50,375,616,406,13,1388,8,4,50,4,50,609,2258,1224,26,14,4,11,8,847,58,541,522,eng ENG,DF,Newcastle Utd,33,1990,14.5,0,4,0,0,0.28,0,0,,23.6,2,0,0,0.1,0.1,0.03,-0.1,-0.1,fbref_2024_25
Kiernan Dewsbury-Hall,135,131,eng ENG,"MF,FW",Chelsea,25,1998,13,2,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,5,14,11,0,0.34,0.34,0,0.34,0.08,0.36,0.44,0.08,0.44,135,131,eng ENG,"MF,FW",Chelsea,25,1998,2.9,0,0,0,4,6,0,2,2,5,0,0,0,9,0,1,0,135,131,eng ENG,"MF,FW",Chelsea,25,1998,2.9,127,152,83.6,1898,319,75,82,91.5,47,56,83.9,5,10,50,1,1.1,0.2,-0.1,3,12,3,0,14,168,163,eng ENG,"MF,FW",Chelsea,25,1998,13,264,20,7.7,2.9,2,67,0,11,12,13,2.15,6,3,3,1.02,0.51,5.4,3.8,1.6,0.56,0.02,135,131,eng ENG,"MF,FW",Chelsea,25,1998,2.9,8,5,1,1,6,4,6,66.7,2,2,0,2,2,10,9,1,135,131,eng ENG,"MF,FW",Chelsea,25,1998,2.9,152,147,4,1,0,1,2,0,2,0,0,1,127,1,2,135,131,eng ENG,"MF,FW",Chelsea,25,1998,2.9,5,1.7,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0,135,131,eng ENG,"MF,FW",Chelsea,25,1998,2.9,184,5,30,96,58,6,184,4,2,50,2,50,95,483,221,5,1,0,1,3,138,11,135,131,eng ENG,"MF,FW",Chelsea,25,1998,2.9,0,1,0,0,0.34,0,0,,7.8,0,0,0,0.2,0.2,0.22,-0.2,-0.2,fbref_2024_25
Kim Jisoo,272,263,kr KOR,DF,Brentford,19,2004,3,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,272,263,kr KOR,DF,Brentford,19,2004,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,272,263,kr KOR,DF,Brentford,19,2004,0.3,25,28,89.3,552,202,8,9,88.9,11,12,91.7,6,7,85.7,0,0,0,0,0,1,0,0,2,328,317,kr KOR,DF,Brentford,19,2004,3,30,10,0.9,0.3,0,,0,3,10,12,0.33,0,0,0,0,-0.24,0,0.3,-0.3,-0.76,-0.86,272,263,kr KOR,DF,Brentford,19,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,272,263,kr KOR,DF,Brentford,19,2004,0.3,28,27,1,1,0,0,0,0,0,0,0,0,25,0,0,272,263,kr KOR,DF,Brentford,19,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,263,kr KOR,DF,Brentford,19,2004,0.3,30,1,15,12,3,0,30,0,0,,0,,15,57,22,0,0,0,0,1,22,0,272,263,kr KOR,DF,Brentford,19,2004,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,fbref_2024_25
Kobbie Mainoo,336,325,eng ENG,MF,Manchester Utd,19,2005,25,19,"1,651",18.3,0,0,0,0,0,0,5,0,0.7,0.7,1.6,2.3,22,65,47,0,0,0,0,0,0.04,0.09,0.12,0.04,0.12,336,325,eng ENG,MF,Manchester Utd,19,2005,18.3,5,0,0,27,21,3,7,19,29,0,0,0,88,19,31,38,336,325,eng ENG,MF,Manchester Utd,19,2005,18.3,723,836,86.5,9649,2346,452,490,92.2,192,219,87.7,31,45,68.9,0,1.6,1.8,-1.6,14,50,12,1,65,403,389,eng ENG,MF,Manchester Utd,19,2005,25,"1,651",66,48.3,18.3,19,76,8,6,35,1,1,19,27,-8,-0.44,-0.33,27.7,25.4,2.3,0.12,0.3,336,325,eng ENG,MF,Manchester Utd,19,2005,18.3,46,29,18,14,14,24,40,60,16,16,2,14,19,65,14,1,336,325,eng ENG,MF,Manchester Utd,19,2005,18.3,836,808,23,13,2,4,7,6,0,0,0,0,723,5,17,336,325,eng ENG,MF,Manchester Utd,19,2005,18.3,34,1.85,29,0,4,0,1,0,3,0.16,3,0,0,0,0,0,336,325,eng ENG,MF,Manchester Utd,19,2005,18.3,1061,25,197,587,287,36,1061,50,23,46,25,50,652,2850,1222,22,17,10,36,36,760,47,336,325,eng ENG,MF,Manchester Utd,19,2005,18.3,0,15,2,13.3,0.82,0.11,0,0,20.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,fbref_2024_25
Konstantinos Mavropanos,351,339,gr GRE,DF,West Ham,26,1997,33,21,"2,045",22.7,0,0,0,0,0,0,6,1,1.5,1.5,0.5,2,17,61,2,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09,351,339,gr GRE,DF,West Ham,26,1997,22.7,6,1,1,17,16,3,2,40,24,0,0,0,77,57,25,69.5,351,339,gr GRE,DF,West Ham,26,1997,22.7,1092,1265,86.3,21548,7277,341,373,91.4,643,693,92.8,102,176,58,0,0.5,0.4,-0.5,5,64,4,1,61,421,406,gr GRE,DF,West Ham,26,1997,33,"2,045",62,59.8,22.7,21,85,17,12,22,3,1.15,22,38,-16,-0.7,-0.7,25.9,36.7,-10.9,-0.48,-0.36,351,339,gr GRE,DF,West Ham,26,1997,22.7,35,24,24,10,1,16,27,59.3,11,25,18,7,40,75,126,1,351,339,gr GRE,DF,West Ham,26,1997,22.7,1265,1203,58,39,1,24,2,15,0,0,0,0,1092,4,10,351,339,gr GRE,DF,West Ham,26,1997,22.7,16,0.7,12,0,1,2,0,1,0,0,0,0,0,0,0,0,351,339,gr GRE,DF,West Ham,26,1997,22.7,1532,244,806,671,63,24,1532,17,9,52.9,5,29.4,864,4287,2292,17,10,1,12,0,1008,2,351,339,gr GRE,DF,West Ham,26,1997,22.7,0,18,5,27.8,0.79,0.22,0,0,14.8,0,0,0,1.5,1.5,0.09,-1.5,-1.5,fbref_2024_25
Kosta Nedeljković,392,378,rs SRB,DF,Aston Villa,18,2005,5,0,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,392,378,rs SRB,DF,Aston Villa,18,2005,1.4,0,0,0,0,1,0,1,0,5,0,0,0,4,0,1,0,392,378,rs SRB,DF,Aston Villa,18,2005,1.4,47,53,88.7,853,185,22,23,95.7,21,25,84,4,5,80,0,0,0,0,0,5,0,0,6,478,461,rs SRB,DF,Aston Villa,18,2005,5,126,25,3.7,1.4,0,,0,5,25,11,1.2,0,4,-4,-2.86,-3.16,1.9,2.1,-0.2,-0.13,-0.3,392,378,rs SRB,DF,Aston Villa,18,2005,1.4,7,5,1,3,3,2,3,66.7,1,1,0,1,0,7,3,0,392,378,rs SRB,DF,Aston Villa,18,2005,1.4,53,41,12,1,0,0,1,11,0,0,0,0,47,0,0,392,378,rs SRB,DF,Aston Villa,18,2005,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,378,rs SRB,DF,Aston Villa,18,2005,1.4,66,4,15,32,19,0,66,2,1,50,1,50,27,101,33,1,0,0,1,0,32,0,392,378,rs SRB,DF,Aston Villa,18,2005,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,fbref_2024_25
Kostas Tsimikas,543,524,gr GRE,DF,Liverpool,28,1996,18,9,837,9.3,0,1,1,0,0,0,2,0,0.4,0.4,2.1,2.5,17,76,43,0,0.11,0.11,0,0.11,0.04,0.23,0.27,0.04,0.27,543,524,gr GRE,DF,Liverpool,28,1996,9.3,2,0,0,9,6,1,64,11,20,0,0,0,31,5,8,38.5,543,524,gr GRE,DF,Liverpool,28,1996,9.3,550,654,84.1,9357,3100,267,282,94.7,222,253,87.7,49,96,51,1,2.1,2.3,-1.1,16,42,12,4,76,661,637,gr GRE,DF,Liverpool,28,1996,18,837,47,24.5,9.3,9,76,4,9,17,16,2.17,13,8,5,0.54,-0.86,18.8,8.8,10,1.07,-0.1,543,524,gr GRE,DF,Liverpool,28,1996,9.3,31,20,15,11,5,14,23,60.9,9,5,2,3,11,42,20,0,543,524,gr GRE,DF,Liverpool,28,1996,9.3,654,536,116,12,1,1,64,63,41,32,6,0,550,2,9,543,524,gr GRE,DF,Liverpool,28,1996,9.3,31,3.33,21,9,0,0,1,0,2,0.21,1,1,0,0,0,0,543,524,gr GRE,DF,Liverpool,28,1996,9.3,741,33,190,327,229,13,741,12,5,41.7,5,41.7,368,1567,790,17,8,2,6,4,472,43,543,524,gr GRE,DF,Liverpool,28,1996,9.3,0,4,2,50,0.43,0.22,0,0,16.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4,fbref_2024_25
Kristoffer Ajer,9,10,no NOR,DF,Brentford,26,1998,24,17,"1,438",16,0,0,0,0,0,0,5,0,1,1,1.2,2.2,27,56,44,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14,9,10,no NOR,DF,Brentford,26,1998,16,5,0,0,13,6,2,14,12,18,0,0,0,42,27,23,54,9,10,no NOR,DF,Brentford,26,1998,16,504,644,78.3,7868,2831,260,299,87,199,248,80.2,27,54,50,0,1.2,0.5,-1.2,8,44,7,4,56,13,14,no NOR,DF,Brentford,26,1998,24,"1,438",60,42,16,17,79,5,7,14,2,1.33,20,25,-5,-0.31,-0.95,20.8,21.5,-0.7,-0.04,-0.23,9,10,no NOR,DF,Brentford,26,1998,16,26,18,14,11,1,14,27,51.9,13,17,4,13,12,38,50,0,9,10,no NOR,DF,Brentford,26,1998,16,644,570,73,2,0,3,14,71,0,0,0,0,504,1,18,9,10,no NOR,DF,Brentford,26,1998,16,18,1.13,15,0,1,2,0,0,2,0.13,2,0,0,0,0,0,9,10,no NOR,DF,Brentford,26,1998,16,795,53,265,368,168,38,795,16,7,43.8,8,50,387,2098,1180,27,11,2,15,12,491,44,9,10,no NOR,DF,Brentford,26,1998,16,0,9,3,33.3,0.56,0.19,0,0,9.5,0,0,0,1,1,0.11,-1,-1,fbref_2024_25
Kyle Walker,560,540,eng ENG,DF,Manchester City,34,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,560,540,eng ENG,DF,Manchester City,34,1990,10.8,3,0,0,6,5,1,14,3,10,0,0,0,46,9,7,56.3,560,540,eng ENG,DF,Manchester City,34,1990,10.8,724,826,87.7,11928,3918,367,388,94.6,305,334,91.3,42,82,51.2,0,0.4,1.3,-0.4,7,63,7,4,64,682,657,eng ENG,DF,Manchester City,34,1990,15,970,65,28.4,10.8,9,89,8,6,29,2,1.4,13,21,-8,-0.74,-2.06,15.4,19.3,-3.9,-0.36,-1.26,560,540,eng ENG,DF,Manchester City,34,1990,10.8,17,10,7,7,3,14,26,53.8,12,13,4,9,3,20,13,1,560,540,eng ENG,DF,Manchester City,34,1990,10.8,826,727,99,18,2,7,14,81,0,0,0,0,724,0,8,560,540,eng ENG,DF,Manchester City,34,1990,10.8,17,1.58,17,0,0,0,0,0,0,0,0,0,0,0,0,0,560,540,eng ENG,DF,Manchester City,34,1990,10.8,892,26,197,473,228,5,892,6,3,50,2,33.3,499,2284,1106,12,13,0,9,2,630,11,560,540,eng ENG,DF,Manchester City,34,1990,10.8,0,5,2,40,0.46,0.19,0,0,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,fbref_2024_25
Kyle Walker-Peters,561,541,eng ENG,DF,Southampton,27,1997,33,33,"2,918",32.4,0,2,2,0,0,0,5,0,0.8,0.8,2.8,3.6,114,139,144,0,0.06,0.06,0,0.06,0.03,0.09,0.11,0.03,0.11,561,541,eng ENG,DF,Southampton,27,1997,32.4,5,0,0,28,52,2,51,19,29,0,0,0,135,11,21,34.4,561,541,eng ENG,DF,Southampton,27,1997,32.4,1493,1693,88.2,22418,6584,832,886,93.9,573,637,90,56,93,60.2,2,2.8,2.3,-0.8,24,119,30,4,139,683,658,eng ENG,DF,Southampton,27,1997,33,"2,918",88,85.3,32.4,33,88,29,0,,2,0.3,23,77,-54,-1.67,-0.59,26.6,74.2,-47.7,-1.47,-0.67,561,541,eng ENG,DF,Southampton,27,1997,32.4,44,29,22,15,7,16,35,45.7,19,27,15,12,19,63,90,1,561,541,eng ENG,DF,Southampton,27,1997,32.4,1693,1500,190,36,5,2,51,144,3,0,0,0,1493,3,33,561,541,eng ENG,DF,Southampton,27,1997,32.4,63,1.94,40,3,10,5,3,2,7,0.22,5,0,1,1,0,0,561,541,eng ENG,DF,Southampton,27,1997,32.4,2022,151,615,884,540,59,2022,92,38,41.3,39,42.4,1271,7917,4373,114,72,24,32,39,1433,144,561,541,eng ENG,DF,Southampton,27,1997,32.4,0,20,6,30,0.62,0.19,0,0,18.3,0,0,0,0.8,0.8,0.04,-0.8,-0.8,fbref_2024_25
Lamare Bogarde,63,62,nl NED,"DF,MF",Aston Villa,20,2004,8,5,476,5.3,0,0,0,0,0,0,2,0,0,0,0.1,0.2,12,14,9,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,63,62,nl NED,"DF,MF",Aston Villa,20,2004,5.3,2,0,0,8,11,0,0,1,6,0,0,0,13,6,6,50,63,62,nl NED,"DF,MF",Aston Villa,20,2004,5.3,240,272,88.2,3682,1154,129,139,92.8,107,116,92.2,3,9,33.3,0,0.1,0.1,-0.1,2,24,1,0,14,80,78,nl NED,"DF,MF",Aston Villa,20,2004,8,476,60,13.9,5.3,5,77,2,3,30,14,1.5,10,11,-1,-0.19,-0.43,7.5,9.3,-1.8,-0.34,-0.58,63,62,nl NED,"DF,MF",Aston Villa,20,2004,5.3,14,6,6,6,2,10,16,62.5,6,5,3,2,1,15,13,0,63,62,nl NED,"DF,MF",Aston Villa,20,2004,5.3,272,239,31,14,0,0,0,17,0,0,0,0,240,2,1,63,62,nl NED,"DF,MF",Aston Villa,20,2004,5.3,10,1.89,8,1,0,0,0,1,1,0.19,1,0,0,0,0,0,63,62,nl NED,"DF,MF",Aston Villa,20,2004,5.3,325,16,95,191,40,4,325,4,2,50,1,25,173,1031,599,12,6,1,6,8,212,9,63,62,nl NED,"DF,MF",Aston Villa,20,2004,5.3,0,1,1,100,0.19,0.19,0,0,20.2,0,0,0,0,0,0.04,0,0,fbref_2024_25
Leandro Trossard,542,523,be BEL,FW,Arsenal,29,1994,38,28,"2,546",28.3,8,7,15,8,0,0,4,1,7.2,7.2,6.1,13.3,80,101,226,0.28,0.25,0.53,0.28,0.53,0.25,0.22,0.47,0.25,0.47,542,523,be BEL,FW,Arsenal,29,1994,28.3,4,1,1,27,46,6,86,9,20,0,0,0,104,6,24,20,542,523,be BEL,FW,Arsenal,29,1994,28.3,711,954,74.5,11435,2972,377,439,85.9,275,357,77,43,87,49.4,7,6.1,4.1,0.9,41,45,48,10,101,660,636,be BEL,FW,Arsenal,29,1994,38,"2,546",67,74.4,28.3,28,82,14,10,25,0,1.95,53,26,27,0.95,0.13,44.5,24.2,20.3,0.72,0.19,542,523,be BEL,FW,Arsenal,29,1994,28.3,31,20,6,16,9,12,34,35.3,22,32,0,32,9,40,18,0,542,523,be BEL,FW,Arsenal,29,1994,28.3,954,917,29,5,7,5,86,7,10,9,0,0,711,8,41,542,523,be BEL,FW,Arsenal,29,1994,28.3,93,3.29,72,2,7,6,4,2,8,0.28,8,0,0,0,0,0,542,523,be BEL,FW,Arsenal,29,1994,28.3,1278,17,135,399,762,158,1278,86,38,44.2,37,43,828,5024,2218,80,55,30,66,52,956,226,542,523,be BEL,FW,Arsenal,29,1994,28.3,8,72,21,29.2,2.55,0.74,0.11,0.38,15.9,0,0,0,7.2,7.2,0.1,0.8,0.8,fbref_2024_25
