player,team,minutes,cluster,centroid_distance,x,y,role_name,is_representative,role_confidence
Jan Bednarek,Southampton,2531.0,0,13.018886947669667,3.1361055,3.7992141,The Enforcers,False,0.5093581529775217
Jan Paul van Hecke,Brighton,2958.0,0,9.867227674083361,2.4672594,3.5451965,The Enforcers,False,0.6281345071615249
Jannik Vestergaard,Leicester City,1391.0,1,14.508171240806863,4.237444,5.7373366,The Balanced Players,False,0.45323160396733986
Jarell Quansah,Liverpool,495.0,1,7.928440760302074,6.7393494,8.168626,The Balanced Players,False,0.7012014287950161
Jarrad Branthwaite,Everton,2511.0,0,10.577499603050375,2.9558709,3.706126,The Enforcers,False,0.6013665405513706
Jarrod Bowen,West Ham,2973.0,2,14.218732016730801,-0.30043328,7.1609225,The Attackers,False,0.46413967898729014
Jason Steele,Brighton,180.0,1,11.634732311058219,7.374447,6.568412,The Balanced Players,False,0.5615226882562715
Jay Robinson,Southampton,137.0,1,12.143302000539174,6.703787,9.748819,The Balanced Players,False,0.5423562592988982
Jay Stansfield,Fulham,11.0,1,9.797357417461816,7.869412,8.511143,The Balanced Players,False,0.63076770244915
Jayden Danns,Liverpool,11.0,1,11.759441592398097,7.5130873,9.315512,The Balanced Players,False,0.5568227786262554
Jayden Meghoma,Brentford,11.0,1,10.394964826670064,7.9313745,9.031008,The Balanced Players,False,0.6082457154139422
Jean-Clair Todibo,West Ham,1825.0,0,10.056457454499801,3.4488583,5.2974806,The Enforcers,False,0.6210030181680055
Jean-Philippe Mateta,Crystal Palace,2648.0,2,10.358436660623873,0.6108436,8.870491,The Attackers,False,0.6096223497552102
Jean-Ricner Bellegarde,Wolves,1677.0,2,11.854608055029416,3.898222,8.175652,The Attackers,False,0.553236247059639
Jefferson Lerma,Crystal Palace,2274.0,0,6.711427224921973,2.424007,4.9315886,The Enforcers,True,0.7470669295287121
Jeffrey Schlupp,Crystal Palace,103.0,1,11.608919561566262,6.1502995,6.8862276,The Balanced Players,False,0.5624954914719664
Jens Cajuste,Ipswich Town,1959.0,0,9.703665561796697,2.694691,4.8310604,The Enforcers,False,0.6342986606101106
Jeremy Doku,Manchester City,1516.0,2,12.22843802606091,0.6524839,7.4991913,The Attackers,False,0.5391477440872645
Jeremy Monga,Leicester City,112.0,1,7.711606028501422,6.3862762,7.3537188,The Balanced Players,False,0.7093732635868021
Jeremy Sarmiento,Brighton,11.0,1,8.76822271062609,7.8733444,8.666684,The Balanced Players,False,0.669552627414429
Jesper Lindstrøm,Everton,1239.0,2,13.132695519960613,2.9078746,6.706094,The Attackers,False,0.5050690575778712
Joachim Andersen,Crystal Palace,90.0,1,10.393698226494763,7.1894875,7.4084697,The Balanced Players,False,0.6082934496827739
Joachim Kayi Sanda,Southampton,14.0,1,12.170412412155745,7.916248,9.114614,The Balanced Players,False,0.5413345511849434
Joe Aribo,Southampton,2013.0,0,10.892047644206455,2.6389875,4.759452,The Enforcers,False,0.5895121913654178
Joe Gomez,Liverpool,519.0,1,6.350264372507456,5.5164814,6.189879,The Balanced Players,False,0.7606780477215991
Joe Lumley,Southampton,270.0,1,8.117663257277236,7.6668725,6.8600645,The Balanced Players,False,0.6940702142920192
Joe Willock,Newcastle Utd,1086.0,1,12.118684338381605,3.2860713,7.044965,The Balanced Players,False,0.5432840233450041
Joel Ward,Crystal Palace,71.0,1,12.122584451434786,6.740341,6.628622,The Balanced Players,False,0.5431370400675779
Joelinton,Newcastle Utd,2393.0,0,10.079386848088799,1.9501597,5.310629,The Enforcers,False,0.6201388797768487
John McGinn,Aston Villa,2223.0,0,10.230471410553681,1.273493,6.219619,The Enforcers,False,0.6144449668423315
John Stones,Manchester City,548.0,1,14.528428907839565,4.8044,7.8617115,The Balanced Players,False,0.4524681547409012
Jonny Evans,Manchester Utd,315.0,1,10.26768843080102,6.2847567,6.1576777,The Balanced Players,False,0.6130423717028065
Jordan Ayew,Crystal Palace,21.0,1,15.35483350689999,5.3250957,9.018183,The Balanced Players,False,0.42132350462598067
Jordan Pickford,Everton,3122.0,0,15.14436011888777,9.949169,6.2380524,The Enforcers,False,0.4292555999163449
Jorge Cuenca,Fulham,351.0,1,7.35633036526355,6.7994523,8.523688,The Balanced Players,False,0.7227625117086907
Jorginho,Arsenal,704.0,1,9.781113187200281,5.829707,6.345704,The Balanced Players,False,0.6313798975754319
Joshua Acheampong,Chelsea,170.0,1,10.605459019175576,7.042584,9.336422,The Balanced Players,False,0.60031283606615
Joshua King,Fulham,130.0,1,10.86412876288098,6.524344,9.659786,The Balanced Players,False,0.5905643682185844
Joshua Zirkzee,Manchester Utd,1402.0,2,12.23484331436162,2.6577003,8.833623,The Attackers,False,0.5389063484521996
José Sá,Wolves,2609.0,0,15.867351519445759,9.778,6.406355,The Enforcers,False,0.40200827550397367
Jota Silva,Nott'ham Forest,854.0,2,12.696142390797593,2.8340673,8.650493,The Attackers,False,0.5215214036560685
João Félix,Chelsea,369.0,1,11.899711749738053,3.7962825,9.027781,The Balanced Players,False,0.5515364273923868
João Gomes,Wolves,2974.0,0,11.294479070942065,1.4421273,4.4249,The Enforcers,False,0.5743457874088342
João Pedro,Brighton,1948.0,2,9.291506596830322,0.13275519,8.274666,The Attackers,False,0.649831665593626
Joël Veltman,Brighton,1697.0,0,10.941211283544897,3.4686763,5.722134,The Enforcers,False,0.5876593648597173
Joško Gvardiol,Manchester City,3122.0,0,12.212023565791611,1.2419361,4.579203,The Enforcers,False,0.5397663546594877
Julian Araujo,Bournemouth,497.0,1,8.308902262028905,6.3170743,8.956032,The Balanced Players,False,0.686863003806879
Julio Enciso,Ipswich Town,869.0,2,13.026229176194148,3.716104,7.846777,The Attackers,False,0.50908144694428
Julio Soler,Bournemouth,11.0,1,10.536361707980912,7.748257,8.478975,The Balanced Players,False,0.6029169014156004
Jurriën Timber,Arsenal,2417.0,0,9.639714224450199,1.7001655,5.3131013,The Enforcers,False,0.6367087900168231
Justin Devenny,Crystal Palace,507.0,1,9.053874162010665,4.2979913,7.999803,The Balanced Players,False,0.6587873019088515
Justin Kluivert,Bournemouth,2340.0,2,8.259499726076546,-0.2706464,7.508159,The Attackers,True,0.6887248335919205
Jáder Durán,Aston Villa,638.0,2,17.27844734261503,3.0717916,9.296927,The Attackers,False,0.3488284096837698
Jørgen Strand Larsen,Wolves,2587.0,2,12.2666332318568,0.8040856,8.749764,The Attackers,False,0.5377082841400029
Kaelan Casey,West Ham,11.0,1,10.497341802605114,7.523007,9.224273,The Balanced Players,False,0.6043874417560441
Kai Havertz,Arsenal,1875.0,2,10.219311437623023,0.9549813,8.72488,The Attackers,False,0.614865551931781
Kalvin Phillips,Ipswich Town,1237.0,1,12.346545757893336,3.808814,5.9134827,The Balanced Players,False,0.5346966265741603
Kamaldeen Sulemana,Southampton,1402.0,2,13.951380931208313,3.3241332,7.443304,The Attackers,False,0.4742153199335154
Kaoru Mitoma,Brighton,2603.0,2,9.589886498623986,-0.17094308,7.908064,The Attackers,False,0.6385866439017651
Kasey McAteer,Leicester City,852.0,1,7.231335285610308,3.7002306,7.4167795,The Balanced Players,False,0.727473192198989
Keane Lewis-Potter,Brentford,3093.0,0,12.320805728260378,0.88670415,4.836895,The Enforcers,False,0.5356666892018098
Kenny Tete,Fulham,1774.0,0,9.259995802515308,2.979049,5.6778936,The Enforcers,False,0.6510192106108006
Kepa Arrizabalaga,Bournemouth,2790.0,0,16.354835455291663,9.969554,6.001572,The Enforcers,False,0.3836365038126899
Kevin Danso,Tottenham,842.0,1,7.677020303707383,5.2419915,5.899727,The Balanced Players,False,0.7106766932856516
Kevin De Bruyne,Manchester City,1702.0,2,15.64937002989341,0.28457355,6.88535,The Attackers,False,0.41022332807187534
Kevin Schade,Brentford,2293.0,2,9.264073938163856,0.50686353,8.3058405,The Attackers,False,0.6508655182087499
Kieran Tierney,Arsenal,259.0,1,11.752547591314274,3.4420621,8.61277,The Balanced Players,False,0.5570825923444893
Kieran Trippier,Newcastle Utd,1309.0,0,15.092199880824644,3.4461093,6.2670484,The Enforcers,False,0.43122135902058256
Kiernan Dewsbury-Hall,Chelsea,264.0,1,8.147913258268764,5.679403,8.688061,The Balanced Players,False,0.6929301847012737
Kim Jisoo,Brentford,30.0,1,8.134720612243568,7.6106586,8.816838,The Balanced Players,False,0.6934273749940332
Kobbie Mainoo,Manchester Utd,1651.0,0,10.78616855966023,2.7268825,6.1578946,The Enforcers,False,0.5935024487362376
Konstantinos Mavropanos,West Ham,2045.0,0,8.655590252492942,3.1740763,4.4019847,The Enforcers,False,0.6737973986852189
Kosta Nedeljković,Aston Villa,126.0,1,9.1468370547634,7.7907534,8.927914,The Balanced Players,False,0.6552838161202358
Kostas Tsimikas,Liverpool,837.0,1,12.041473062160012,3.5936096,6.4302473,The Balanced Players,False,0.5461938791052239
Kristoffer Ajer,Brentford,1438.0,1,10.38692954351879,5.025198,5.567807,The Balanced Players,False,0.6085485405465774
Kyle Walker,Manchester City,970.0,1,12.919341493381422,4.051512,5.7405825,The Balanced Players,False,0.5131097152847295
Kyle Walker-Peters,Southampton,2918.0,0,12.875221537444844,1.1151896,5.060028,The Enforcers,False,0.5147724608603141
Lamare Bogarde,Aston Villa,476.0,1,8.755450089558789,6.3799644,9.121174,The Balanced Players,False,0.6700339882571008
Leandro Trossard,Arsenal,2546.0,2,11.914584941708712,-0.28110343,7.917222,The Attackers,False,0.5509759024866143
Leif Davis,Ipswich Town,2743.0,0,13.327343990598301,1.2070272,5.5420704,The Enforcers,False,0.4977333547994651
Leny Yoro,Manchester Utd,1165.0,1,12.167840779407456,4.02955,6.2763853,The Balanced Players,False,0.5414314681215876
Leon Bailey,Aston Villa,1139.0,2,12.487415221720909,4.111918,8.388592,The Attackers,False,0.5293876893202119
Lesley Ugochukwu,Southampton,1655.0,0,13.239199903822605,3.4593902,6.11333,The Enforcers,False,0.5010552345971446
Levi Colwill,Chelsea,3122.0,0,12.01561235909799,2.5601726,3.4385207,The Enforcers,False,0.5471684895436317
Lewis Cook,Bournemouth,2978.0,0,12.261033948569692,1.2870296,5.5138144,The Enforcers,False,0.5379193039226488
Lewis Dunk,Brighton,2083.0,0,12.248885595101562,3.3150804,4.0463295,The Enforcers,False,0.5383771380376421
Lewis Hall,Newcastle Utd,2189.0,0,11.523963843669108,1.2621329,5.4036674,The Enforcers,False,0.5656972114432457
Lewis Miley,Newcastle Utd,313.0,1,9.548443285459946,4.521009,9.149946,The Balanced Players,False,0.6401485112668543
Lewis Orford,West Ham,49.0,1,9.474896204849314,7.3488903,8.766484,The Balanced Players,False,0.6429202747531615
Liam Delap,Ipswich Town,2593.0,2,13.226088305655592,0.379826,8.5977545,The Attackers,False,0.5015493704451581
Lisandro Martínez,Manchester Utd,1751.0,0,6.341210351138891,3.0123866,4.7938433,The Enforcers,True,0.761019265967453
Lloyd Kelly,Newcastle Utd,303.0,1,5.170693484141299,5.806098,8.39237,The Balanced Players,True,0.805132450136201
Lucas Bergvall,Tottenham,1212.0,1,13.445336058789064,4.22517,7.293265,The Balanced Players,False,0.49328659629362515
Lucas Digne,Aston Villa,2351.0,0,12.799492454294512,1.4904596,5.6654525,The Enforcers,False,0.5176264573178875
Lucas Paquetá,West Ham,2380.0,0,12.155508761933111,0.96333015,5.7453003,The Enforcers,False,0.5418962239686463
Luis Díaz,Liverpool,2399.0,2,11.768925477545741,-0.02704707,8.060214,The Attackers,False,0.5564653601353742
Luis Guilherme,West Ham,150.0,1,10.041448463229868,6.613744,9.683235,The Balanced Players,False,0.6215686609321085
Luis Sinisterra,Bournemouth,236.0,1,13.401820031627306,3.4724069,8.84127,The Balanced Players,False,0.4949265816493277
Luke Shaw,Manchester Utd,349.0,1,8.461305710044726,6.136867,6.726164,The Balanced Players,False,0.6811193861283753
Luke Thomas,Leicester City,1110.0,1,10.774569567031083,3.956741,6.1591096,The Balanced Players,False,0.5939395791291844
Luke Woolfenden,Ipswich Town,1187.0,1,10.595798783543733,4.1534047,6.132479,The Balanced Players,False,0.6006769006649235
Mads Hermansen,Leicester City,2385.0,1,15.579158141156466,9.697848,6.3433166,The Balanced Players,False,0.41286939842422576
Mads Roerslev,Brentford,1101.0,1,8.484316295823408,3.931482,6.705306,The Balanced Players,False,0.6802521878530617
Malo Gusto,Chelsea,1862.0,0,8.220530262697205,1.9346137,5.475145,The Enforcers,False,0.6901934729285066
Manuel Akanji,Manchester City,2014.0,0,12.037984589943495,3.3371892,4.001083,The Enforcers,False,0.5463253489043303
Manuel Ugarte,Manchester Utd,1785.0,0,10.962028032398067,2.8663526,6.0431175,The Enforcers,False,0.5868748455573087
Marc Cucurella,Chelsea,2988.0,0,10.693182535528631,1.5278643,4.4389877,The Enforcers,False,0.5970068062754488
Marc Guiu,Chelsea,73.0,1,9.93790471887795,7.1340427,8.993183,The Balanced Players,False,0.6254709065066075
Marc Guéhi,Crystal Palace,3059.0,0,11.03315039599042,2.49672,3.521987,The Enforcers,False,0.5841944622051971
Marco Asensio,Aston Villa,743.0,2,14.936261151862873,4.2623816,8.634293,The Attackers,False,0.4370982105753798
Marcos Senesi,Bournemouth,1106.0,1,10.56060579611663,3.9336486,5.777383,The Balanced Players,False,0.6020032162265287
Marcus Harness,Ipswich Town,45.0,1,8.401985563598586,6.436563,8.282933,The Balanced Players,False,0.6833549801799227
Marcus Rashford,Manchester Utd,978.0,2,12.687368630271203,3.0425332,8.830362,The Attackers,False,0.5218520597319146
Marcus Tavernier,Bournemouth,1939.0,2,10.768804459861178,0.23928922,6.7851577,The Attackers,False,0.5941568483044598
Mario Lemina,Wolves,1364.0,0,10.183286158459424,2.9001026,5.231236,The Enforcers,False,0.6162232340116222
Mark Flekken,Brentford,3122.0,0,15.217334971877136,9.998597,6.0994477,The Enforcers,False,0.4265054019308476
Mark Travers,Bournemouth,450.0,1,9.356229847854742,8.047423,7.368049,The Balanced Players,False,0.6473924451321866
Marshall Munetsi,Wolves,1078.0,1,8.949531141326666,3.0526137,8.954723,The Balanced Players,False,0.6627196697524378
Martial Godo,Fulham,24.0,1,9.573828358942803,6.179722,9.674025,The Balanced Players,False,0.6391918258458584
Martin Dúbravka,Newcastle Utd,900.0,1,11.658174185118824,7.8350587,6.6468453,The Balanced Players,False,0.5606392360507952
Martin Ødegaard,Arsenal,2325.0,2,14.69029429122187,0.08734771,6.721323,The Attackers,False,0.446367945791325
Mason Holgate,Everton,11.0,1,9.20914877034049,6.8964663,7.931184,The Balanced Players,False,0.6529354790200849
Mason Mount,Manchester Utd,622.0,1,9.588868307719602,3.1372783,9.022047,The Balanced Players,False,0.6386250163884422
Massimo Luongo,Ipswich Town,201.0,1,8.97005489011022,6.4308543,6.5633907,The Balanced Players,False,0.6619461927223764
Mateo Kovačić,Manchester City,2198.0,0,12.342329192947233,1.5890366,4.9296966,The Enforcers,False,0.5348555359510957
Mateus Fernandes,Southampton,2909.0,0,16.259195446104474,0.5268047,5.6108365,The Enforcers,False,0.3872408818939703
Mateus Mane,Wolves,11.0,1,7.982482767939718,6.803935,7.5744705,The Balanced Players,False,0.6991647515774693
Matheus Cunha,Wolves,2597.0,2,15.603649372039426,-0.23958467,7.085422,The Attackers,False,0.41194639918438525
Matheus França,Crystal Palace,55.0,1,13.362584031108554,3.9564433,9.351994,The Balanced Players,False,0.49640526595173207
Matheus Nunes,Manchester City,1674.0,0,10.782464535279576,2.0985107,6.247408,The Enforcers,False,0.5936420420341013
Mathias Jensen,Brentford,862.0,1,9.88102648232286,4.4020047,6.865592,The Balanced Players,False,0.6276144724774118
Mathis Amougou,Chelsea,11.0,1,11.578218302077975,7.4971547,9.341971,The Balanced Players,False,0.563652527608911
Mathys Tel,Tottenham,911.0,2,14.198224411019245,3.2883625,7.760268,The Attackers,False,0.46491254763456935
Mats Wieffer,Brighton,1015.0,0,13.222699526911333,2.9748137,6.1978874,The Enforcers,False,0.5016770831036148
Matt Doherty,Wolves,2109.0,0,8.658916793376298,3.3582413,4.310836,The Enforcers,False,0.6736720315805067
Matt O'Riley,Brighton,938.0,2,12.806579831643711,3.245143,7.734445,The Attackers,False,0.5173593558423824
Matt Targett,Newcastle Utd,21.0,1,10.637793290451949,6.785386,6.9757276,The Balanced Players,False,0.5990942567325301
Matthijs de Ligt,Manchester Utd,2123.0,0,7.798715415354423,3.123882,4.2082357,The Enforcers,False,0.7060903784499738
Matty Cash,Aston Villa,2070.0,0,8.843118921657187,2.4742632,4.905957,The Enforcers,False,0.6667300193479337
Matz Sels,Nott'ham Forest,3122.0,0,17.005450706023943,9.873166,6.355721,The Enforcers,False,0.3591168141031623
Max Aarons,Bournemouth,86.0,1,9.10166062999102,6.5326643,8.88081,The Balanced Players,False,0.6569863767601191
Max Kilman,West Ham,3122.0,0,10.452230016847185,2.6668315,3.594644,The Enforcers,False,0.6060875663500835
Maxence Lacroix,Crystal Palace,3116.0,0,9.4540176831672,2.7438197,3.6681523,The Enforcers,False,0.643707122083689
Maxwel Cornet,Southampton,72.0,1,9.420170480824877,6.4743414,8.436792,The Balanced Players,False,0.6449827191405288
Michael Golding,Leicester City,11.0,1,10.111783480835324,7.585433,8.924199,The Balanced Players,False,0.6189179502310314
Michael Kayode,Brentford,528.0,1,7.312706606505243,5.569517,8.3913145,The Balanced Players,False,0.7244065571372493
Michael Keane,Everton,1049.0,1,11.42252656145059,5.333474,6.598525,The Balanced Players,False,0.5695200709322854
Michail Antonio,West Ham,836.0,1,13.455967404528169,4.5659046,8.658911,The Balanced Players,False,0.4928859335387572
Micky van de Ven,Tottenham,1015.0,1,9.921224073528462,4.0956464,6.1787834,The Balanced Players,False,0.6260995487766186
Miguel Almirón,Newcastle Utd,157.0,1,10.78062314248092,5.160381,9.017139,The Balanced Players,False,0.5937114384707904
Mikel Merino,Arsenal,1586.0,2,10.747133361131969,1.8206735,8.734757,The Attackers,False,0.5949735654286076
Mikey Moore,Tottenham,366.0,1,9.528412050754193,5.73148,8.527301,The Balanced Players,False,0.6409034269546299
Mikkel Damsgaard,Brentford,2911.0,0,17.45722883932613,0.45455703,5.6116104,The Enforcers,False,0.34209068439954504
Milos Kerkez,Bournemouth,3122.0,0,14.245125282831683,0.8796896,4.895175,The Enforcers,False,0.4631449978843092
Mohamed Salah,Liverpool,3122.0,2,16.182716514052093,-0.3482783,7.8951907,The Attackers,False,0.3901231378526645
Mohammed Kudus,West Ham,2590.0,2,9.936630058321162,0.18158075,7.854572,The Attackers,False,0.625518944546451
Moisés Caicedo,Chelsea,3122.0,0,13.991107636861646,1.459125,4.356412,The Enforcers,False,0.472718142462337
Morato,Nott'ham Forest,907.0,1,7.502970642494602,4.794474,6.43272,The Balanced Players,False,0.7172360902290564
Morgan Gibbs-White,Nott'ham Forest,2803.0,2,13.171736800896369,-0.106793635,7.7422023,The Attackers,False,0.5035977116582516
Morgan Rogers,Aston Villa,3114.0,2,12.008851529779227,-0.099829435,7.86052,The Attackers,False,0.5474232844272262
Murillo,Nott'ham Forest,3122.0,0,9.621640748846277,2.6312375,3.522143,The Enforcers,False,0.6373899237794918
Mykhailo Mudryk,Chelsea,151.0,1,8.820135950605888,6.4741974,9.843941,The Balanced Players,False,0.6675961769090217
Myles Lewis-Skelly,Arsenal,1369.0,1,13.103751588422668,3.9402707,7.05849,The Balanced Players,False,0.5061598654239607
Nasser Djiga,Wolves,66.0,1,7.575962506591379,6.84598,8.975767,The Balanced Players,False,0.7144852511471895
Nathan Aké,Manchester City,678.0,1,10.024059435083336,5.6549144,5.852399,The Balanced Players,False,0.622223999973152
Nathan Broadhead,Ipswich Town,702.0,1,9.169636303550764,4.356294,8.670493,The Balanced Players,False,0.6544245824867676
Nathan Butler-Oyedeji,Arsenal,11.0,1,13.213622399057913,7.3361783,9.470592,The Balanced Players,False,0.5020191721618856
Nathan Collins,Brentford,3122.0,0,12.089025974309518,2.7008414,3.464254,The Enforcers,False,0.5444017559581289
Nathan Patterson,Everton,347.0,1,6.940735212522834,5.8312893,8.351634,The Balanced Players,False,0.7384250160513366
Nathan Wood-Gordon,Southampton,773.0,1,10.079617786018952,4.296222,6.216154,The Balanced Players,False,0.6201301764358447
Nathaniel Clyne,Crystal Palace,483.0,1,11.020198837245573,5.9249654,6.2833333,The Balanced Players,False,0.5846825666591289
Neco Williams,Nott'ham Forest,2594.0,0,10.722747199470774,1.3043364,5.1615224,The Enforcers,False,0.5958926049323172
Neto,Bournemouth,180.0,1,11.162367519689933,7.5445786,6.5949707,The Balanced Players,False,0.5793246658475131
Nick Pope,Newcastle Utd,2520.0,1,16.360931911408276,9.748036,6.4254885,The Balanced Players,False,0.3834067471137209
Niclas Füllkrug,West Ham,790.0,1,12.691050642124953,3.6850371,9.06905,The Balanced Players,False,0.5217132960185539
Nico O’Reilly,Manchester City,528.0,1,9.285668959727433,4.126008,9.096168,The Balanced Players,False,0.650051668199219
Nicolas Jackson,Chelsea,2220.0,2,10.362499110554046,0.37437627,8.462647,The Attackers,False,0.6094692484996891
Nicolás Domínguez,Nott'ham Forest,1963.0,0,9.01309929576779,2.436031,4.9099097,The Enforcers,False,0.6603239813320552
Nicolás González,Manchester City,760.0,1,6.918067321337039,4.735071,7.0267043,The Balanced Players,False,0.7392792992204131
Nikola Milenković,Nott'ham Forest,3122.0,0,9.444980868917431,2.887818,4.0979505,The Enforcers,False,0.6440476918461062
Noni Madueke,Chelsea,2033.0,2,7.991176405657537,0.24927971,7.9849396,The Attackers,True,0.6988371150840915
Noussair Mazraoui,Manchester Utd,2838.0,0,8.26099723596883,1.4615989,4.7987065,The Enforcers,False,0.6886683970453527
Nélson Semedo,Wolves,2886.0,0,10.891330303428369,1.172929,5.053299,The Enforcers,False,0.5895392257352313
Odsonne Édouard,Crystal Palace,115.0,1,8.444876128332083,5.7005534,8.8231,The Balanced Players,False,0.6817385665813356
Ola Aina,Nott'ham Forest,2995.0,0,11.810179031077013,1.7358729,4.6099663,The Enforcers,False,0.5549106404590929
Olabade Aluko,Leicester City,11.0,1,11.553257387182821,6.7029767,8.664113,The Balanced Players,False,0.5645932277960127
Oleksandr Zinchenko,Arsenal,527.0,1,8.980620227337061,5.499447,6.895411,The Balanced Players,False,0.6615480176255168
Oliver Scarles,West Ham,665.0,1,9.521802528499894,6.8135605,8.147156,The Balanced Players,False,0.6411525195398732
Oliver Skipp,Leicester City,1129.0,1,8.602674189150873,4.137396,6.3514194,The Balanced Players,False,0.6757916425218595
Ollie Watkins,Aston Villa,2598.0,2,13.296228751832855,0.6829264,8.932826,The Attackers,False,0.49890599254336654
Omar Marmoush,Manchester City,1175.0,2,9.094307415519253,2.5723243,8.968458,The Attackers,False,0.6572634968199584
Omari Hutchinson,Ipswich Town,2583.0,2,11.447434327412081,0.8802719,7.122275,The Attackers,False,0.5685813737651871
Orel Mangala,Everton,1261.0,1,6.596762310051627,4.6354656,6.6045175,The Balanced Players,False,0.7513882978489688
Oscar Bobb,Manchester City,16.0,1,12.57680012249258,6.1863065,9.658821,The Balanced Players,False,0.5260190470555686
Pablo Sarabia,Wolves,814.0,2,13.49487651956776,3.08875,8.746398,The Attackers,False,0.49141956854566904
Pape Matar Sarr,Tottenham,1913.0,0,9.330650717475715,2.3699238,6.1722,The Enforcers,False,0.6483564439613371
Patrick Dorgu,Manchester Utd,842.0,1,10.984420183445295,4.2371316,7.430861,The Balanced Players,False,0.5860309541868114
Patson Daka,Leicester City,736.0,1,7.518888436867592,4.7765617,8.665817,The Balanced Players,False,0.7166361974684017
Pau Torres,Aston Villa,2020.0,0,10.639023062790097,3.3032043,4.8641114,The Enforcers,False,0.599047910391723
Paul Onuachu,Southampton,1050.0,1,13.102813064643636,3.0737536,9.122652,The Balanced Players,False,0.5061952355014696
Pedro Lima,Wolves,70.0,1,10.513567016355838,6.7127194,9.738838,The Balanced Players,False,0.6037759633036243
Pedro Neto,Chelsea,2269.0,2,10.055554868402796,0.14584872,7.103439,The Attackers,False,0.6210370338647014
Pedro Porro,Tottenham,2610.0,0,14.42037130134722,0.56422347,5.868955,The Enforcers,False,0.45654051391010975
Pervis Estupiñán,Brighton,2402.0,0,11.19320666505157,1.3913459,5.5260677,The Enforcers,False,0.5781624332156723
Phil Foden,Manchester City,1777.0,2,9.684606269505391,0.22109486,6.9873133,The Attackers,False,0.6350169467746911
Philip Billing,Bournemouth,184.0,1,12.054030626369492,5.1458707,9.006913,The Balanced Players,False,0.5457206230947362
Player,Squad,3122.0,2,26.5343998410988,-0.23341453,6.7740083,The Attackers,False,0.0
Radu Drăgușin,Tottenham,1252.0,1,10.130217045795812,4.937881,5.7061515,The Balanced Players,False,0.61822324580693
Raheem Sterling,Arsenal,499.0,1,10.654985467001103,5.4170475,7.0327835,The Balanced Players,False,0.5984463364233426
Ramón Sosa,Nott'ham Forest,295.0,1,11.005663633817234,3.388783,8.720148,The Balanced Players,False,0.5852303538152501
Rasmus Højlund,Manchester Utd,2004.0,2,12.024644983729566,2.492002,8.970809,The Attackers,False,0.5468280776750509
Rayan Aït-Nouri,Wolves,3109.0,0,17.20995014697506,0.51052254,5.5100064,The Enforcers,False,0.3514098585218881
Raúl Jiménez,Fulham,2494.0,2,12.867267205766431,0.58945554,8.866278,The Attackers,False,0.5150722351806698
Reece James,Chelsea,1063.0,1,9.646042800088393,4.492038,6.8029027,The Balanced Players,False,0.6364702854462998
Reiss Nelson,Arsenal,11.0,1,23.949599124171733,7.551709,8.133675,The Balanced Players,False,0.09741319692196315
Remy Rees-Dottin,Bournemouth,11.0,1,10.641942358249363,7.9100776,8.662897,The Balanced Players,False,0.598937891115736
Renato Veiga,Chelsea,181.0,1,8.651185518951204,7.233212,8.228979,The Balanced Players,False,0.673963399558354
Ricardo Pereira,Leicester City,388.0,1,8.100371514675643,6.350535,6.6969023,The Balanced Players,False,0.6947218869397951
Riccardo Calafiori,Arsenal,983.0,1,9.180242225515407,4.4866486,7.182913,The Balanced Players,False,0.6540248778758415
Richarlison,Tottenham,504.0,1,13.37207989311071,3.3137922,9.191876,The Balanced Players,False,0.4960473960900046
Rico Henry,Brentford,99.0,1,6.470808753068208,6.1615353,7.97728,The Balanced Players,False,0.7561351004048091
Rico Lewis,Manchester City,1893.0,0,10.475076272640289,2.403,5.942796,The Enforcers,False,0.6052265611670036
Robert Sánchez,Chelsea,2880.0,0,14.616430739081597,9.720154,6.444288,The Enforcers,False,0.4491516361171889
Robin Olsen,Aston Villa,226.0,1,11.209695534579232,7.4777346,6.5840173,The Balanced Players,False,0.5775410183871326
Rodri,Manchester City,73.0,1,8.20641104190208,6.687746,7.016658,The Balanced Players,False,0.6907255829773368
Rodrigo Bentancur,Tottenham,1645.0,0,9.215127764539297,2.589647,4.8229694,The Enforcers,False,0.6527101490998828
Rodrigo Gomes,Wolves,810.0,1,8.50835123165944,4.359788,7.7801056,The Balanced Players,False,0.6793463849715207
Rodrigo Muniz,Fulham,964.0,2,14.152950479494663,2.8574705,9.222201,The Attackers,False,0.46661878300434234
Romain Esse,Crystal Palace,138.0,1,18.0650898110718,4.0354486,9.220061,The Balanced Players,False,0.3191822720975581
Roman Dixon,Everton,90.0,1,11.168591982510478,7.004034,8.999828,The Balanced Players,False,0.5790900849691883
Roméo Lavia,Chelsea,797.0,1,8.415265028308275,5.574675,8.123062,The Balanced Players,False,0.682854517957705
Ronnie Edwards,Southampton,12.0,1,9.01141380731327,7.3998933,9.197749,The Balanced Players,False,0.6603875022130479
Ross Barkley,Aston Villa,581.0,1,12.707182746356695,4.3331738,8.7506695,The Balanced Players,False,0.5211053265778147
Ross Stewart,Southampton,389.0,1,8.525238009956434,6.137239,7.175516,The Balanced Players,False,0.6787099741840854
Ryan Christie,Bournemouth,2117.0,0,10.857965196017293,1.5913054,5.746889,The Enforcers,False,0.590796654115405
Ryan Fraser,Southampton,306.0,1,9.999331063838074,7.093931,7.1585946,The Balanced Players,False,0.6231559363046065
