player,row_id,rk,nation,position,team,age,born,mp,starts,minutes,90s,gls,ast,gplusa,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxgplusxag,prgc,prgp,prgr,gls1,ast1,gplusa1,g_pk1,gplusa_pk,xg1,xag1,xgplusxag,npxg1,npxgplusxag1,row_id_misc,rk_misc,nation_misc,position_misc,team_misc,age_misc,born_misc,90s_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,wonpct,row_id_passing,rk_passing,nation_passing,position_passing,team_passing,age_passing,born_passing,90s_passing,cmp,att,cmppct,totdist,prgdist,cmp1,att1,cmppct1,cmp2,att2,cmppct2,cmp3,att3,cmppct3,ast_passing,xag_passing,xa,a_xag,kp,1_per_3,ppa,crspa,prgp_passing,row_id_playtime,rk_playtime,nation_playtime,position_playtime,team_playtime,age_playtime,born_playtime,mp_playtime,minutes_playtime,mn_per_mp,minpct,90s_playtime,starts_playtime,mn_per_start,compl,subs,mn_per_sub,unsub,ppm,ong,onga,#error!,#error!1,on_off,onxg,onxga,xgplus_per_,xgplus_per_90,on_off1,row_id_defense,rk_defense,nation_defense,position_defense,team_defense,age_defense,born_defense,90s_defense,tkl,tklw_defense,def_3rd,mid_3rd,att_3rd,tkl1,att_defense,tklpct,lost_defense,blocks,sh,pass,int_defense,tklplusint,clr,err,row_id_pass_types,rk_pass_types,nation_pass_types,position_pass_types,team_pass_types,age_pass_types,born_pass_types,90s_pass_types,att_pass_types,live,dead,fk,tb,sw,crs_pass_types,ti,ck,in,out,str,cmp_pass_types,off_pass_types,blocks_pass_types,row_id_creation,rk_creation,nation_creation,position_creation,team_creation,age_creation,born_creation,90s_creation,sca,sca90,passlive,passdead,to,sh_creation,fld_creation,def,gca,gca90,passlive1,passdead1,to1,sh1,fld1,def1,row_id_possession,rk_possession,nation_possession,position_possession,team_possession,age_possession,born_possession,90s_possession,touches,def_pen,def_3rd_possession,mid_3rd_possession,att_3rd_possession,att_pen,live_possession,att_possession,succ,succpct,tkld,tkldpct,carries,totdist_possession,prgdist_possession,prgc_possession,1_per_3_possession,cpa,mis,dis,rec,prgr_possession,row_id_shooting,rk_shooting,nation_shooting,position_shooting,team_shooting,age_shooting,born_shooting,90s_shooting,gls_shooting,sh_shooting,sot,sotpct,sh_per_90,sot_per_90,g_per_sh,g_per_sot,dist,fk_shooting,pk_shooting,pkatt_shooting,xg_shooting,npxg_shooting,npxg_per_sh,g_xg,np:g_xg,data_source,prgp_per90,prgc_per90,succ_per90,kp_per90,sca_per90,xag_per90,tkl_per90,int_per90,recov_per90,blocks_per90,gls_per90,xg_per90,sot_per90,g_per_sh_per90,PI,CCI,DA,FE
Adam Wharton,572,546.0,eng ENG,MF,Crystal Palace,20.0,2004.0,20.0,16.0,1318.0,14.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,3.0,3.4,14.0,107.0,11.0,0.0,0.14,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23,572,546.0,eng ENG,MF,Crystal Palace,20.0,2004.0,14.6,2.0,0.0,0.0,12.0,21.0,0.0,39.0,20.0,14.0,0.0,0.0,0.0,102.0,7.0,16.0,30.4,572,546.0,eng ENG,MF,Crystal Palace,20.0,2004.0,14.6,548.0,725.0,75.6,10271.0,3780.0,208.0,252.0,82.5,258.0,322.0,80.1,70.0,107.0,65.4,2.0,3.0,2.2,1.0,26.0,78.0,18.0,5.0,107.0,697,663.0,eng ENG,MF,Crystal Palace,20.0,2004.0,20.0,1318.0,66.0,38.5,14.6,16.0,77.0,3.0,4.0,23.0,1.0,1.25,18.0,21.0,3.0,0.2,0.33,21.1,19.2,1.9,0.13,0.27,572,546.0,eng ENG,MF,Crystal Palace,20.0,2004.0,14.6,34.0,14.0,14.0,16.0,4.0,17.0,44.0,38.6,27.0,11.0,2.0,9.0,20.0,54.0,27.0,0.0,572,546.0,eng ENG,MF,Crystal Palace,20.0,2004.0,14.6,725.0,678.0,40.0,14.0,5.0,1.0,39.0,0.0,26.0,19.0,1.0,0.0,548.0,7.0,12.0,572,546.0,eng ENG,MF,Crystal Palace,20.0,2004.0,14.6,59.0,4.03,45.0,11.0,0.0,2.0,0.0,1.0,6.0,0.41,4.0,2.0,0.0,0.0,0.0,0.0,572,546.0,eng ENG,MF,Crystal Palace,20.0,2004.0,14.6,872.0,30.0,204.0,463.0,212.0,11.0,872.0,10.0,2.0,20.0,8.0,80.0,430.0,2014.0,1078.0,14.0,23.0,2.0,17.0,13.0,533.0,11.0,572,546.0,eng ENG,MF,Crystal Palace,20.0,2004.0,14.6,0.0,13.0,5.0,38.5,0.89,0.34,0.0,0.0,25.4,0.0,0.0,0.0,0.4,0.4,0.03,0.4,0.4,fbref_2024_25,7.060575968222443,0.9559939301972686,0.13657056145675264,1.7754172989377845,4.0288315629742035,0.20485584218512898,2.3216995447647952,1.3657056145675266,6.965098634294385,0.7511380880121397,0.0,0.027314112291350532,0.34142640364188165,0.0,0.2861037128952391,0.7513809394198412,0.3637634838658385,-0.30063079877514204
Adama Traoré,537,518.0,es ESP,"FW,MF",Fulham,28.0,1996.0,36.0,18.0,1772.0,19.7,2.0,6.0,9.0,2.0,0.0,0.0,3.0,0.0,4.0,4.0,4.9,8.9,100.0,68.0,161.0,0.1,0.31,0.46,0.1,0.46,0.2,0.25,0.45,0.2,0.45,537,518.0,es ESP,"FW,MF",Fulham,28.0,1996.0,19.7,3.0,0.0,0.0,24.0,32.0,1.0,100.0,1.0,13.0,0.0,0.0,0.0,87.0,25.0,26.0,49.0,537,518.0,es ESP,"FW,MF",Fulham,28.0,1996.0,19.7,424.0,587.0,72.2,6645.0,1683.0,236.0,286.0,82.5,143.0,194.0,73.7,30.0,54.0,55.6,6.0,4.9,4.5,2.1,42.0,36.0,38.0,13.0,68.0,655,631.0,es ESP,"FW,MF",Fulham,28.0,1996.0,36.0,1772.0,49.0,51.8,19.7,18.0,76.0,4.0,17.0,23.0,1.0,1.47,32.0,28.0,4.0,0.2,0.42,27.9,24.6,3.3,0.17,0.25,537,518.0,es ESP,"FW,MF",Fulham,28.0,1996.0,19.7,20.0,13.0,9.0,6.0,5.0,5.0,13.0,38.5,8.0,7.0,0.0,7.0,1.0,21.0,6.0,4.0,537,518.0,es ESP,"FW,MF",Fulham,28.0,1996.0,19.7,587.0,584.0,1.0,0.0,6.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,424.0,2.0,19.0,537,518.0,es ESP,"FW,MF",Fulham,28.0,1996.0,19.7,82.0,4.16,66.0,0.0,9.0,4.0,1.0,2.0,10.0,0.51,9.0,0.0,1.0,0.0,0.0,0.0,537,518.0,es ESP,"FW,MF",Fulham,28.0,1996.0,19.7,801.0,4.0,83.0,285.0,455.0,91.0,801.0,97.0,41.0,49.5,36.0,37.1,538.0,4631.0,2486.0,100.0,45.0,33.0,37.0,25.0,607.0,161.0,537,518.0,es ESP,"FW,MF",Fulham,28.0,1996.0,19.7,2.0,39.0,12.0,30.8,1.98,0.61,0.05,0.17,14.2,0.0,0.0,0.0,4.0,4.0,0.1,2.0,2.0,fbref_2024_25,3.45372460496614,5.04802151363811,2.295918367346939,2.1331828442437923,4.1647855530474045,0.24887133182844248,1.0158013544018059,0.050790067720090294,4.418735891647856,0.35553047404063204,0.10158013544018059,0.20316027088036118,0.6094808126410836,0.0025395033860045146,0.6062311472157894,0.9496605902391753,-0.3091940760948251,0.009780105009321412
Albert Grønbaek,223,216.0,dk DEN,"FW,MF",Southampton,23.0,2001.0,4.0,2.0,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,223,216.0,dk DEN,"FW,MF",Southampton,23.0,2001.0,1.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,100.0,223,216.0,dk DEN,"FW,MF",Southampton,23.0,2001.0,1.6,13.0,18.0,72.2,135.0,43.0,9.0,11.0,81.8,2.0,4.0,62.5,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,267,258.0,dk DEN,"FW,MF",Southampton,23.0,2001.0,4.0,143.0,36.0,4.2,1.6,2.0,66.0,0.0,2.0,6.0,2.0,0.75,2.0,3.0,1.0,0.63,0.99,0.8,4.8,4.1,2.12,1.24,223,216.0,dk DEN,"FW,MF",Southampton,23.0,2001.0,1.6,4.0,1.0,1.0,1.0,2.0,3.0,10.0,30.0,7.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,223,216.0,dk DEN,"FW,MF",Southampton,23.0,2001.0,1.6,18.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,223,216.0,dk DEN,"FW,MF",Southampton,23.0,2001.0,1.6,2.0,1.26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,216.0,dk DEN,"FW,MF",Southampton,23.0,2001.0,1.6,38.0,2.0,9.0,14.0,15.0,2.0,38.0,4.0,0.0,0.0,4.0,100.0,18.0,79.0,15.0,1.0,0.0,1.0,5.0,4.0,21.0,3.0,223,216.0,dk DEN,"FW,MF",Southampton,23.0,2001.0,1.6,0.0,2.0,0.0,0.0,1.26,0.0,0.0,,22.4,0.0,0.0,0.0,0.1,0.1,0.06,0.1,0.1,fbref_2024_25,0.6293706293706294,0.6293706293706294,0.0,0.6293706293706294,1.2587412587412588,0.0,2.5174825174825175,0.0,3.7762237762237763,0.6293706293706294,0.0,0.06293706293706294,0.0,0.0,-0.5350544491191027,-0.42459168704174843,-0.29169887511442055,-0.29349155246778624
Alejandro Garnacho,202,196.0,ar ARG,"MF,FW",Manchester Utd,20.0,2004.0,36.0,23.0,2199.0,24.4,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,7.3,7.3,4.5,11.8,100.0,56.0,200.0,0.25,0.08,0.33,0.25,0.33,0.3,0.19,0.48,0.3,0.48,202,196.0,ar ARG,"MF,FW",Manchester Utd,20.0,2004.0,24.4,3.0,0.0,0.0,12.0,43.0,10.0,56.0,13.0,18.0,0.0,0.0,0.0,108.0,3.0,24.0,11.1,202,196.0,ar ARG,"MF,FW",Manchester Utd,20.0,2004.0,24.4,649.0,823.0,78.9,9138.0,1181.0,405.0,458.0,88.4,183.0,223.0,82.1,31.0,52.0,59.6,2.0,4.5,2.8,2.2,37.0,22.0,25.0,5.0,56.0,243,235.0,ar ARG,"MF,FW",Manchester Utd,20.0,2004.0,36.0,2199.0,61.0,64.3,24.4,23.0,81.0,14.0,13.0,26.0,0.0,1.0,26.0,36.0,10.0,0.41,0.41,35.6,35.0,0.5,0.03,0.15,202,196.0,ar ARG,"MF,FW",Manchester Utd,20.0,2004.0,24.4,30.0,18.0,11.0,6.0,12.0,12.0,37.0,32.4,25.0,19.0,0.0,19.0,13.0,43.0,11.0,2.0,202,196.0,ar ARG,"MF,FW",Manchester Utd,20.0,2004.0,24.4,823.0,798.0,24.0,3.0,2.0,9.0,56.0,16.0,2.0,1.0,0.0,0.0,649.0,1.0,38.0,202,196.0,ar ARG,"MF,FW",Manchester Utd,20.0,2004.0,24.4,83.0,3.4,64.0,1.0,3.0,7.0,6.0,0.0,6.0,0.25,4.0,0.0,0.0,1.0,1.0,0.0,202,196.0,ar ARG,"MF,FW",Manchester Utd,20.0,2004.0,24.4,1159.0,13.0,130.0,364.0,683.0,133.0,1159.0,89.0,26.0,29.2,46.0,61.8,840.0,6365.0,3245.0,100.0,61.0,38.0,63.0,45.0,888.0,200.0,202,196.0,ar ARG,"MF,FW",Manchester Utd,20.0,2004.0,24.4,6.0,62.0,24.0,34.5,3.44,1.19,0.07,0.21,17.0,0.0,0.0,0.0,7.3,7.3,0.09,1.3,1.3,fbref_2024_25,2.291950886766712,5.04802151363811,1.0641200545702592,1.514324693042292,3.3969986357435196,0.18417462482946795,1.2278308321964528,0.5320600272851296,4.42019099590723,0.7776261937244202,0.24556616643929058,0.2987721691678035,1.1869031377899044,0.0028649386084583905,0.510232705033088,0.5458816065573654,-0.10705046223078205,0.34748428782754626
Alex Iwobi,263,254.0,ng NGA,"FW,MF",Fulham,28.0,1996.0,37.0,35.0,2981.0,33.1,9.0,6.0,15.0,9.0,0.0,0.0,1.0,0.0,4.7,4.7,5.7,11.8,100.0,157.0,200.0,0.27,0.18,0.45,0.27,0.45,0.14,0.21,0.36,0.14,0.36,263,254.0,ng NGA,"FW,MF",Fulham,28.0,1996.0,33.1,1.0,0.0,0.0,19.0,18.0,5.0,110.0,14.0,25.0,0.0,0.0,0.0,140.0,7.0,31.0,18.4,263,254.0,ng NGA,"FW,MF",Fulham,28.0,1996.0,33.1,1150.0,1532.0,75.1,19530.0,5723.0,582.0,671.0,86.7,448.0,574.0,78.0,98.0,184.0,53.3,6.0,5.7,5.0,1.0,50.0,115.0,41.0,13.0,157.0,318,307.0,ng NGA,"FW,MF",Fulham,28.0,1996.0,37.0,2981.0,78.0,87.2,33.1,35.0,83.0,14.0,3.0,26.0,0.0,1.42,40.0,45.0,5.0,0.15,1.18,39.3,37.5,1.8,0.05,0.04,263,254.0,ng NGA,"FW,MF",Fulham,28.0,1996.0,33.1,44.0,25.0,14.0,21.0,9.0,22.0,34.0,64.7,12.0,26.0,1.0,25.0,14.0,58.0,29.0,1.0,263,254.0,ng NGA,"FW,MF",Fulham,28.0,1996.0,33.1,1532.0,1487.0,39.0,7.0,9.0,12.0,110.0,24.0,2.0,0.0,1.0,0.0,1150.0,6.0,38.0,263,254.0,ng NGA,"FW,MF",Fulham,28.0,1996.0,33.1,105.0,3.68,74.0,0.0,8.0,6.0,2.0,0.0,13.0,0.48,10.0,0.0,1.0,1.0,0.0,0.0,263,254.0,ng NGA,"FW,MF",Fulham,28.0,1996.0,33.1,1861.0,33.0,244.0,748.0,685.0,116.0,1861.0,97.0,41.0,49.5,42.0,43.3,1211.0,6724.0,3691.0,100.0,61.0,37.0,62.0,40.0,1436.0,200.0,263,254.0,ng NGA,"FW,MF",Fulham,28.0,1996.0,33.1,9.0,62.0,24.0,42.6,2.05,0.88,0.13,0.31,18.3,0.0,0.0,0.0,4.7,4.7,0.07,2.5,2.3,fbref_2024_25,6.430727943643073,4.347534384434754,1.4491781281449179,1.7812814491781281,3.683327742368333,0.21133847702113384,1.3284132841328413,0.4226769540422677,4.226769540422677,0.7849714860784971,0.2717208990271721,0.14189869171418987,0.8755451190875545,0.003924857430392486,0.781654764739272,0.7108274157138452,-0.15097932808033554,0.26770182034941675
Alex McCarthy,356,344.0,eng ENG,GK,Southampton,33.0,1991.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356,344.0,eng ENG,GK,Southampton,33.0,1991.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,100.0,356,344.0,eng ENG,GK,Southampton,33.0,1991.0,5.0,117.0,156.0,75.0,2823.0,1985.0,41.0,43.0,95.3,45.0,49.0,91.8,30.0,61.0,49.2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,427,412.0,eng ENG,GK,Southampton,33.0,1991.0,5.0,450.0,90.0,13.2,5.0,5.0,90.0,5.0,0.0,,20.0,0.0,3.0,13.0,10.0,2.0,0.48,4.8,10.8,6.1,1.21,0.18,356,344.0,eng ENG,GK,Southampton,33.0,1991.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,356,344.0,eng ENG,GK,Southampton,33.0,1991.0,5.0,156.0,126.0,29.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,1.0,1.0,356,344.0,eng ENG,GK,Southampton,33.0,1991.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356,344.0,eng ENG,GK,Southampton,33.0,1991.0,5.0,173.0,141.0,173.0,1.0,0.0,0.0,173.0,0.0,0.0,,0.0,,100.0,452.0,276.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,356,344.0,eng ENG,GK,Southampton,33.0,1991.0,5.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,fbref_2024_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,,-0.7049679411012977,-0.7561652732356593,-0.632675845936544,
Alex Palmer,422,407.0,eng ENG,GK,Ipswich Town,27.0,1996.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422,407.0,eng ENG,GK,Ipswich Town,27.0,1996.0,13.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,100.0,422,407.0,eng ENG,GK,Ipswich Town,27.0,1996.0,13.0,299.0,423.0,70.7,8545.0,6103.0,60.0,62.0,96.8,142.0,142.0,100.0,96.0,218.0,44.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,520,501.0,eng ENG,GK,Ipswich Town,27.0,1996.0,13.0,1170.0,90.0,34.2,13.0,13.0,90.0,13.0,0.0,,0.0,0.46,13.0,30.0,17.0,1.31,0.15,11.3,23.7,12.4,0.95,0.09,422,407.0,eng ENG,GK,Ipswich Town,27.0,1996.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,422,407.0,eng ENG,GK,Ipswich Town,27.0,1996.0,13.0,423.0,287.0,136.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,1.0,422,407.0,eng ENG,GK,Ipswich Town,27.0,1996.0,13.0,3.0,0.23,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422,407.0,eng ENG,GK,Ipswich Town,27.0,1996.0,13.0,470.0,385.0,461.0,10.0,0.0,0.0,470.0,0.0,0.0,,0.0,,210.0,1205.0,750.0,0.0,0.0,0.0,2.0,0.0,170.0,0.0,422,407.0,eng ENG,GK,Ipswich Town,27.0,1996.0,13.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,fbref_2024_25,0.07692307692307693,0.0,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,1.3076923076923077,0.0,0.0,0.0,0.0,,-0.6961748310897813,-0.7028830724708737,-0.5990969392992322,
Alex Scott,480,463.0,eng ENG,MF,Bournemouth,20.0,2003.0,20.0,8.0,755.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.9,1.6,15.0,52.0,33.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.19,0.09,0.19,480,463.0,eng ENG,MF,Bournemouth,20.0,2003.0,8.4,3.0,0.0,0.0,17.0,26.0,0.0,7.0,10.0,14.0,0.0,0.0,0.0,52.0,7.0,7.0,50.0,480,463.0,eng ENG,MF,Bournemouth,20.0,2003.0,8.4,286.0,342.0,83.6,4583.0,1359.0,142.0,159.0,89.3,112.0,121.0,92.6,20.0,35.0,57.1,0.0,0.9,1.0,0.9,12.0,41.0,5.0,1.0,52.0,588,567.0,eng ENG,MF,Bournemouth,20.0,2003.0,20.0,755.0,38.0,22.1,8.4,8.0,62.0,0.0,12.0,24.0,1.0,1.35,10.0,8.0,2.0,0.24,0.1,12.0,10.0,1.9,0.23,0.23,480,463.0,eng ENG,MF,Bournemouth,20.0,2003.0,8.4,27.0,14.0,11.0,8.0,8.0,19.0,42.0,45.2,23.0,17.0,4.0,13.0,10.0,37.0,15.0,0.0,480,463.0,eng ENG,MF,Bournemouth,20.0,2003.0,8.4,342.0,317.0,23.0,10.0,2.0,4.0,7.0,1.0,5.0,3.0,0.0,0.0,286.0,2.0,6.0,480,463.0,eng ENG,MF,Bournemouth,20.0,2003.0,8.4,29.0,3.45,19.0,2.0,0.0,2.0,3.0,3.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0,480,463.0,eng ENG,MF,Bournemouth,20.0,2003.0,8.4,485.0,24.0,90.0,257.0,144.0,18.0,485.0,26.0,6.0,23.1,13.0,50.0,247.0,1401.0,663.0,15.0,10.0,3.0,23.0,8.0,294.0,33.0,480,463.0,eng ENG,MF,Bournemouth,20.0,2003.0,8.4,0.0,15.0,6.0,40.0,1.79,0.72,0.0,0.0,21.1,1.0,0.0,0.0,0.7,0.7,0.05,0.7,0.7,fbref_2024_25,6.198675496688741,1.7880794701986755,0.7152317880794702,1.4304635761589404,3.456953642384106,0.10728476821192053,3.218543046357616,1.1920529801324504,6.198675496688741,2.0264900662251657,0.0,0.08344370860927151,0.7152317880794702,0.0,0.3188468386315622,0.3544437457740759,0.4082223775420014,-0.24222418999622305
Alexander Isak,262,253.0,se SWE,FW,Newcastle Utd,24.0,1999.0,34.0,34.0,2756.0,30.6,9.0,6.0,15.0,9.0,0.0,1.0,1.0,0.0,8.9,7.9,4.3,13.3,83.0,88.0,200.0,0.46,0.2,0.69,0.45,0.67,0.49,0.14,0.69,0.47,0.68,262,253.0,se SWE,FW,Newcastle Utd,24.0,1999.0,30.6,1.0,0.0,0.0,27.0,14.0,10.0,16.0,3.0,5.0,1.0,0.0,0.0,55.0,26.0,55.0,32.1,262,253.0,se SWE,FW,Newcastle Utd,24.0,1999.0,30.6,519.0,689.0,75.3,7434.0,1644.0,306.0,364.0,84.1,163.0,207.0,78.7,26.0,42.0,61.9,6.0,4.3,3.6,1.7,41.0,35.0,31.0,1.0,88.0,316,305.0,se SWE,FW,Newcastle Utd,24.0,1999.0,34.0,2756.0,81.0,80.6,30.6,34.0,81.0,15.0,0.0,,0.0,1.88,58.0,41.0,21.0,0.69,0.69,55.0,36.3,18.7,0.61,0.67,262,253.0,se SWE,FW,Newcastle Utd,24.0,1999.0,30.6,12.0,5.0,2.0,3.0,7.0,5.0,15.0,33.3,10.0,18.0,2.0,16.0,3.0,15.0,17.0,1.0,262,253.0,se SWE,FW,Newcastle Utd,24.0,1999.0,30.6,689.0,606.0,77.0,0.0,6.0,3.0,16.0,9.0,3.0,0.0,0.0,0.0,519.0,6.0,24.0,262,253.0,se SWE,FW,Newcastle Utd,24.0,1999.0,30.6,92.0,3.01,70.0,1.0,8.0,7.0,2.0,2.0,13.0,0.46,10.0,0.0,1.0,0.0,1.0,1.0,262,253.0,se SWE,FW,Newcastle Utd,24.0,1999.0,30.6,1025.0,20.0,57.0,386.0,596.0,133.0,1021.0,91.0,41.0,46.2,46.0,51.6,615.0,3723.0,1861.0,83.0,42.0,38.0,63.0,45.0,740.0,200.0,262,253.0,se SWE,FW,Newcastle Utd,24.0,1999.0,30.6,9.0,62.0,24.0,43.2,3.1,1.32,0.2,0.46,14.5,3.0,0.0,1.0,8.9,7.9,0.18,2.5,1.8,fbref_2024_25,2.8737300435413644,2.7104499274310596,1.3715529753265603,1.3388969521044993,3.0043541364296082,0.1404208998548621,0.3918722786647315,0.09796806966618288,1.7960812772133528,0.5878084179970973,0.46471600688468157,0.4909090909090909,1.3166953528399312,0.006531204644412192,0.11621378309672394,0.3412492340266827,-0.4663680001542221,1.4602326797534602
Alexis Mac Allister,330,319.0,ar ARG,MF,Liverpool,25.0,1998.0,35.0,30.0,2599.0,28.9,5.0,5.0,10.0,5.0,0.0,0.0,6.0,0.0,2.8,2.8,4.7,7.5,36.0,157.0,80.0,0.17,0.17,0.35,0.17,0.35,0.1,0.16,0.26,0.1,0.26,330,319.0,ar ARG,MF,Liverpool,25.0,1998.0,28.9,6.0,0.0,0.0,46.0,40.0,2.0,86.0,22.0,46.0,0.0,0.0,0.0,148.0,19.0,34.0,35.8,330,319.0,ar ARG,MF,Liverpool,25.0,1998.0,28.9,1273.0,1524.0,83.5,20344.0,5748.0,658.0,729.0,90.3,493.0,558.0,88.4,89.0,160.0,55.6,5.0,4.7,5.0,0.3,45.0,122.0,35.0,2.0,157.0,397,383.0,ar ARG,MF,Liverpool,25.0,1998.0,35.0,2599.0,74.0,76.0,28.9,30.0,82.0,17.0,5.0,26.0,0.0,2.34,58.0,24.0,34.0,1.56,1.56,56.2,24.3,26.5,1.38,0.98,330,319.0,ar ARG,MF,Liverpool,25.0,1998.0,28.9,75.0,46.0,28.0,30.0,12.0,34.0,67.0,52.9,33.0,43.0,6.0,29.0,22.0,107.0,29.0,1.0,330,319.0,ar ARG,MF,Liverpool,25.0,1998.0,28.9,1524.0,1403.0,116.0,35.0,6.0,3.0,86.0,9.0,53.0,26.0,8.0,0.0,1273.0,5.0,31.0,330,319.0,ar ARG,MF,Liverpool,25.0,1998.0,28.9,105.0,4.15,74.0,14.0,2.0,6.0,2.0,3.0,13.0,0.52,10.0,2.0,0.0,1.0,0.0,0.0,330,319.0,ar ARG,MF,Liverpool,25.0,1998.0,28.9,1860.0,56.0,284.0,960.0,637.0,60.0,1860.0,42.0,16.0,38.1,21.0,50.0,915.0,3782.0,2018.0,36.0,43.0,5.0,31.0,22.0,1228.0,80.0,330,319.0,ar ARG,MF,Liverpool,25.0,1998.0,28.9,5.0,38.0,13.0,34.2,1.32,0.45,0.13,0.38,18.1,1.0,0.0,0.0,2.8,2.8,0.07,2.2,2.2,fbref_2024_25,6.129280492497115,1.2466333205078877,0.5540592535590612,1.5582916506348596,4.155444401692959,0.16275490573297421,3.2897268180069257,0.7618314736437091,5.125048095421316,2.112350904193921,0.17314351673720663,0.0969603693728357,0.4501731435167372,0.004501731435167373,0.2183151080145473,0.6286986801090865,0.20927215729719556,0.050584969793410844
