player,row_id,rk,nation,position,team,age,born,mp,starts,minutes,90s,gls,ast,gplusa,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxgplusxag,prgc,prgp,prgr,gls1,ast1,gplusa1,g_pk1,gplusa_pk,xg1,xag1,xgplusxag,npxg1,npxgplusxag1,row_id_misc,rk_misc,nation_misc,position_misc,team_misc,age_misc,born_misc,90s_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,wonpct,row_id_passing,rk_passing,nation_passing,position_passing,team_passing,age_passing,born_passing,90s_passing,cmp,att,cmppct,totdist,prgdist,cmp1,att1,cmppct1,cmp2,att2,cmppct2,cmp3,att3,cmppct3,ast_passing,xag_passing,xa,a_xag,kp,1_per_3,ppa,crspa,prgp_passing,row_id_playtime,rk_playtime,nation_playtime,position_playtime,team_playtime,age_playtime,born_playtime,mp_playtime,minutes_playtime,mn_per_mp,minpct,90s_playtime,starts_playtime,mn_per_start,compl,subs,mn_per_sub,unsub,ppm,ong,onga,#error!,#error!1,on_off,onxg,onxga,xgplus_per_,xgplus_per_90,on_off1,row_id_defense,rk_defense,nation_defense,position_defense,team_defense,age_defense,born_defense,90s_defense,tkl,tklw_defense,def_3rd,mid_3rd,att_3rd,tkl1,att_defense,tklpct,lost_defense,blocks,sh,pass,int_defense,tklplusint,clr,err,row_id_pass_types,rk_pass_types,nation_pass_types,position_pass_types,team_pass_types,age_pass_types,born_pass_types,90s_pass_types,att_pass_types,live,dead,fk,tb,sw,crs_pass_types,ti,ck,in,out,str,cmp_pass_types,off_pass_types,blocks_pass_types,row_id_creation,rk_creation,nation_creation,position_creation,team_creation,age_creation,born_creation,90s_creation,sca,sca90,passlive,passdead,to,sh_creation,fld_creation,def,gca,gca90,passlive1,passdead1,to1,sh1,fld1,def1,row_id_possession,rk_possession,nation_possession,position_possession,team_possession,age_possession,born_possession,90s_possession,touches,def_pen,def_3rd_possession,mid_3rd_possession,att_3rd_possession,att_pen,live_possession,att_possession,succ,succpct,tkld,tkldpct,carries,totdist_possession,prgdist_possession,prgc_possession,1_per_3_possession,cpa,mis,dis,rec,prgr_possession,row_id_shooting,rk_shooting,nation_shooting,position_shooting,team_shooting,age_shooting,born_shooting,90s_shooting,gls_shooting,sh_shooting,sot,sotpct,sh_per_90,sot_per_90,g_per_sh,g_per_sot,dist,fk_shooting,pk_shooting,pkatt_shooting,xg_shooting,npxg_shooting,npxg_per_sh,g_xg,np:g_xg,data_source,prgp_per90,prgc_per90,succ_per90,kp_per90,sca_per90,xag_per90,tkl_per90,int_per90,recov_per90,blocks_per90,gls_per90,xg_per90,sot_per90,g_per_sh_per90,PI,CCI,DA,FE
Lloyd Kelly,291,281.0,eng ENG,DF,Newcastle Utd,25.0,1998.0,10.0,4.0,303.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,0.0,9.0,5.0,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,291,281.0,eng ENG,DF,Newcastle Utd,25.0,1998.0,3.4,2.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,19.0,6.0,2.0,75.0,291,281.0,eng ENG,DF,Newcastle Utd,25.0,1998.0,3.4,146.0,181.0,80.7,2636.0,867.0,57.0,65.0,87.7,78.0,87.0,89.7,10.0,24.0,41.7,1.0,0.5,0.1,0.5,2.0,6.0,1.0,1.0,9.0,352,340.0,eng ENG,DF,Newcastle Utd,25.0,1998.0,10.0,303.0,30.0,8.9,3.4,4.0,68.0,1.0,6.0,6.0,14.0,1.6,1.0,6.0,5.0,1.49,2.24,4.1,5.8,1.7,0.51,1.09,291,281.0,eng ENG,DF,Newcastle Utd,25.0,1998.0,3.4,5.0,4.0,4.0,1.0,0.0,1.0,1.0,100.0,0.0,6.0,4.0,2.0,1.0,6.0,17.0,0.0,291,281.0,eng ENG,DF,Newcastle Utd,25.0,1998.0,3.4,181.0,159.0,22.0,7.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,146.0,0.0,5.0,291,281.0,eng ENG,DF,Newcastle Utd,25.0,1998.0,3.4,2.0,0.59,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,291,281.0,eng ENG,DF,Newcastle Utd,25.0,1998.0,3.4,215.0,26.0,105.0,94.0,19.0,4.0,215.0,3.0,2.0,66.7,1.0,33.3,120.0,474.0,202.0,0.0,2.0,0.0,3.0,2.0,129.0,5.0,291,281.0,eng ENG,DF,Newcastle Utd,25.0,1998.0,3.4,0.0,3.0,0.0,0.0,0.89,0.0,0.0,,8.9,0.0,0.0,0.0,0.4,0.4,0.14,0.4,0.4,fbref_2024_25,2.6732673267326734,0.0,0.594059405940594,0.594059405940594,0.594059405940594,0.1485148514851485,1.4851485148514851,0.297029702970297,5.643564356435643,1.7821782178217822,0.0,0.1188118811881188,0.0,0.0,-0.3687343533545877,-0.18435135716997492,0.0021252657510850426,-0.254595722306017
Lucas Bergvall,57,56.0,se SWE,MF,Tottenham,18.0,2006.0,27.0,11.0,1212.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,33.0,49.0,31.0,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,57,56.0,se SWE,MF,Tottenham,18.0,2006.0,13.5,3.0,0.0,0.0,20.0,17.0,0.0,21.0,24.0,19.0,0.0,0.0,0.0,73.0,9.0,8.0,52.9,57,56.0,se SWE,MF,Tottenham,18.0,2006.0,13.5,629.0,720.0,87.4,10567.0,2202.0,295.0,321.0,91.9,264.0,294.0,89.8,53.0,71.0,74.6,1.0,0.6,0.8,0.4,11.0,53.0,7.0,3.0,49.0,72,71.0,se SWE,MF,Tottenham,18.0,2006.0,27.0,1212.0,45.0,35.4,13.5,11.0,81.0,6.0,16.0,20.0,7.0,1.11,29.0,25.0,4.0,0.3,0.5,20.9,24.4,3.5,0.26,0.22,57,56.0,se SWE,MF,Tottenham,18.0,2006.0,13.5,39.0,19.0,14.0,20.0,5.0,17.0,32.0,53.1,15.0,18.0,8.0,10.0,24.0,63.0,22.0,3.0,57,56.0,se SWE,MF,Tottenham,18.0,2006.0,13.5,720.0,675.0,44.0,21.0,0.0,8.0,21.0,10.0,8.0,5.0,2.0,0.0,629.0,1.0,11.0,57,56.0,se SWE,MF,Tottenham,18.0,2006.0,13.5,22.0,1.63,16.0,4.0,0.0,2.0,0.0,0.0,4.0,0.3,3.0,0.0,0.0,1.0,0.0,0.0,57,56.0,se SWE,MF,Tottenham,18.0,2006.0,13.5,885.0,36.0,188.0,478.0,232.0,22.0,885.0,45.0,21.0,46.7,20.0,44.4,531.0,3392.0,1634.0,33.0,21.0,4.0,20.0,19.0,586.0,31.0,57,56.0,se SWE,MF,Tottenham,18.0,2006.0,13.5,0.0,12.0,2.0,16.7,0.89,0.15,0.0,0.0,19.9,0.0,0.0,0.0,0.7,0.7,0.06,0.7,0.7,fbref_2024_25,3.6386138613861387,2.4504950495049505,1.5594059405940595,0.8168316831683168,1.6336633663366336,0.04455445544554455,2.896039603960396,1.7821782178217822,5.420792079207921,1.3366336633663367,0.0,0.05198019801980198,0.1485148514851485,0.0,0.1728750779353496,-0.2186231105718624,0.4704639132749849,-0.2934376243150233
Lucas Digne,140,136.0,fr FRA,DF,Aston Villa,31.0,1993.0,32.0,28.0,2351.0,26.1,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,4.7,5.5,23.0,57.0,142.0,0.0,0.15,0.15,0.0,0.15,0.03,0.18,0.21,0.03,0.21,140,136.0,fr FRA,DF,Aston Villa,31.0,1993.0,26.1,4.0,0.0,0.0,21.0,16.0,7.0,110.0,25.0,38.0,0.0,0.0,0.0,104.0,37.0,28.0,56.9,140,136.0,fr FRA,DF,Aston Villa,31.0,1993.0,26.1,956.0,1277.0,74.9,15607.0,5137.0,483.0,549.0,88.0,389.0,496.0,78.4,62.0,155.0,40.0,4.0,4.7,4.0,0.7,36.0,44.0,30.0,13.0,57.0,173,168.0,fr FRA,DF,Aston Villa,31.0,1993.0,32.0,2351.0,73.0,68.7,26.1,28.0,80.0,13.0,4.0,30.0,6.0,1.59,34.0,36.0,2.0,0.08,0.83,32.7,34.7,2.0,0.08,0.75,140,136.0,fr FRA,DF,Aston Villa,31.0,1993.0,26.1,65.0,38.0,39.0,16.0,9.0,34.0,66.0,66.7,22.0,23.0,4.0,19.0,25.0,90.0,89.0,1.0,140,136.0,fr FRA,DF,Aston Villa,31.0,1993.0,26.1,1277.0,1017.0,243.0,44.0,2.0,4.0,110.0,147.0,53.0,31.0,8.0,0.0,956.0,2.0,38.0,140,136.0,fr FRA,DF,Aston Villa,31.0,1993.0,26.1,66.0,2.53,42.0,14.0,1.0,4.0,0.0,1.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0,140,136.0,fr FRA,DF,Aston Villa,31.0,1993.0,26.1,1527.0,97.0,541.0,457.0,539.0,28.0,1527.0,19.0,9.0,47.4,9.0,47.4,683.0,2983.0,1346.0,23.0,14.0,4.0,17.0,16.0,820.0,142.0,140,136.0,fr FRA,DF,Aston Villa,31.0,1993.0,26.1,0.0,13.0,3.0,23.1,0.5,0.11,0.0,0.0,22.7,3.0,0.0,0.0,0.8,0.8,0.06,0.8,0.8,fbref_2024_25,2.1820501914079116,0.880476393024245,0.3445342407486176,1.3781369629944704,2.526584432156529,0.1799234368353892,2.4883028498511273,0.9570395576350489,3.9812845597618036,0.880476393024245,0.0,0.030625265844321566,0.11484474691620587,0.0,-0.30070236458726246,0.3647282762432511,0.05273485347743504,-0.31004475233418866
Lucas Paquetá,425,410.0,br BRA,"MF,FW",West Ham,26.0,1997.0,33.0,27.0,2380.0,26.4,4.0,0.0,4.0,2.0,0.0,1.0,9.0,0.0,5.3,3.7,3.1,6.8,26.0,155.0,85.0,0.15,0.0,0.15,0.08,0.08,0.2,0.12,0.32,0.14,0.26,425,410.0,br BRA,"MF,FW",West Ham,26.0,1997.0,26.4,9.0,0.0,0.0,46.0,48.0,6.0,29.0,18.0,37.0,0.0,1.0,0.0,149.0,48.0,57.0,45.7,425,410.0,br BRA,"MF,FW",West Ham,26.0,1997.0,26.4,1126.0,1456.0,77.3,18683.0,6014.0,590.0,700.0,84.3,389.0,494.0,78.7,119.0,184.0,64.7,0.0,3.1,3.3,2.2,36.0,132.0,41.0,4.0,155.0,523,504.0,br BRA,"MF,FW",West Ham,26.0,1997.0,33.0,2380.0,72.0,69.6,26.4,27.0,82.0,16.0,6.0,29.0,1.0,0.94,34.0,50.0,16.0,0.61,0.61,28.7,42.9,14.2,0.54,0.67,425,410.0,br BRA,"MF,FW",West Ham,26.0,1997.0,26.4,66.0,37.0,25.0,30.0,11.0,27.0,55.0,49.1,28.0,29.0,4.0,25.0,18.0,84.0,37.0,4.0,425,410.0,br BRA,"MF,FW",West Ham,26.0,1997.0,26.4,1456.0,1367.0,81.0,35.0,9.0,12.0,29.0,12.0,4.0,1.0,3.0,0.0,1126.0,8.0,26.0,425,410.0,br BRA,"MF,FW",West Ham,26.0,1997.0,26.4,82.0,3.1,68.0,2.0,2.0,4.0,5.0,1.0,6.0,0.23,3.0,0.0,0.0,1.0,1.0,0.0,425,410.0,br BRA,"MF,FW",West Ham,26.0,1997.0,26.4,1796.0,62.0,367.0,989.0,454.0,59.0,1794.0,47.0,21.0,44.7,21.0,44.7,921.0,3358.0,1416.0,26.0,34.0,2.0,54.0,45.0,1268.0,85.0,425,410.0,br BRA,"MF,FW",West Ham,26.0,1997.0,26.4,4.0,39.0,3.0,7.7,1.47,0.11,0.05,0.67,19.5,3.0,0.0,1.0,5.3,3.7,0.1,1.3,1.7,fbref_2024_25,5.861344537815126,0.9831932773109243,0.7941176470588235,1.361344537815126,3.100840336134454,0.11722689075630252,2.495798319327731,0.680672268907563,5.6344537815126055,1.096638655462185,0.15126050420168066,0.2004201680672269,0.1134453781512605,0.0018907563025210084,0.15906542369736487,0.3058210997707979,0.09387782531232634,0.06417841242457029
Luis Díaz,138,134.0,co COL,FW,Liverpool,27.0,1997.0,36.0,28.0,2399.0,26.7,9.0,5.0,15.0,9.0,0.0,0.0,2.0,0.0,8.9,7.9,5.0,13.3,100.0,110.0,200.0,0.46,0.19,0.68,0.45,0.67,0.45,0.19,0.64,0.45,0.64,138,134.0,co COL,FW,Liverpool,27.0,1997.0,26.7,2.0,0.0,0.0,46.0,31.0,10.0,32.0,7.0,26.0,1.0,0.0,0.0,105.0,13.0,38.0,25.5,138,134.0,co COL,FW,Liverpool,27.0,1997.0,26.7,736.0,874.0,84.2,11789.0,2533.0,394.0,445.0,88.5,254.0,295.0,86.1,60.0,74.0,81.1,5.0,5.0,4.5,0.0,50.0,48.0,41.0,6.0,110.0,171,166.0,co COL,FW,Liverpool,27.0,1997.0,36.0,2399.0,67.0,70.1,26.7,28.0,79.0,7.0,8.0,24.0,2.0,2.25,58.0,21.0,34.0,1.73,1.81,56.2,24.9,26.5,1.36,0.71,138,134.0,co COL,FW,Liverpool,27.0,1997.0,26.7,39.0,26.0,13.0,20.0,6.0,15.0,39.0,38.5,24.0,19.0,0.0,19.0,7.0,46.0,7.0,1.0,138,134.0,co COL,FW,Liverpool,27.0,1997.0,26.7,874.0,855.0,17.0,2.0,2.0,9.0,32.0,14.0,1.0,0.0,0.0,0.0,736.0,2.0,24.0,138,134.0,co COL,FW,Liverpool,27.0,1997.0,26.7,105.0,4.39,74.0,0.0,9.0,7.0,4.0,0.0,13.0,0.6,10.0,0.0,1.0,0.0,1.0,0.0,138,134.0,co COL,FW,Liverpool,27.0,1997.0,26.7,1184.0,17.0,90.0,409.0,685.0,133.0,1184.0,97.0,41.0,45.7,46.0,44.0,780.0,5710.0,2960.0,100.0,55.0,38.0,55.0,45.0,933.0,200.0,138,134.0,co COL,FW,Liverpool,27.0,1997.0,26.7,9.0,62.0,24.0,42.3,2.66,1.13,0.18,0.43,13.4,0.0,0.0,0.0,8.9,7.9,0.17,1.0,1.0,fbref_2024_25,4.126719466444352,4.051688203418091,1.988328470195915,2.1008753647353062,4.389328887036265,0.18757815756565235,1.4631096290120884,0.2626094205919133,3.9391413088786993,0.712796998749479,0.46471600688468157,0.45018757815756566,1.1254689453939142,0.006752813672363484,0.5000483395358825,0.833107669295404,-0.22385037641122044,0.8611295021398937
Luis Guilherme,226,219.0,br BRA,"MF,FW",West Ham,18.0,2006.0,12.0,1.0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,4.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.3,0.25,0.3,226,219.0,br BRA,"MF,FW",West Ham,18.0,2006.0,1.7,0.0,0.0,0.0,0.0,4.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,66.7,226,219.0,br BRA,"MF,FW",West Ham,18.0,2006.0,1.7,58.0,67.0,86.6,894.0,212.0,37.0,38.0,97.4,16.0,18.0,88.9,5.0,8.0,62.5,0.0,0.1,0.1,0.1,3.0,5.0,3.0,2.0,5.0,270,261.0,br BRA,"MF,FW",West Ham,18.0,2006.0,12.0,150.0,13.0,4.4,1.7,1.0,62.0,0.0,11.0,10.0,20.0,0.5,2.0,5.0,3.0,1.8,1.44,2.4,2.6,0.1,0.09,0.26,226,219.0,br BRA,"MF,FW",West Ham,18.0,2006.0,1.7,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0,7.0,3.0,4.0,2.0,0.0,226,219.0,br BRA,"MF,FW",West Ham,18.0,2006.0,1.7,67.0,64.0,3.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,2.0,0.0,58.0,0.0,2.0,226,219.0,br BRA,"MF,FW",West Ham,18.0,2006.0,1.7,10.0,5.1,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226,219.0,br BRA,"MF,FW",West Ham,18.0,2006.0,1.7,99.0,3.0,19.0,40.0,41.0,5.0,99.0,13.0,7.0,53.8,4.0,30.8,51.0,383.0,165.0,4.0,3.0,1.0,4.0,3.0,69.0,16.0,226,219.0,br BRA,"MF,FW",West Ham,18.0,2006.0,1.7,0.0,4.0,1.0,25.0,2.4,0.6,0.0,0.0,13.6,0.0,0.0,0.0,0.4,0.4,0.1,0.4,0.4,fbref_2024_25,3.0,2.4,2.295918367346939,1.8,5.09433962264151,0.06,0.6,1.8,4.2,2.247658688865765,0.0,0.24,0.6,0.0,0.22825943528697082,0.7345124051935648,0.5900283547751669,-0.13920137109912503
Luis Sinisterra,492,475.0,co COL,"FW,MF",Bournemouth,25.0,1999.0,12.0,1.0,236.0,2.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,1.4,2.6,19.0,6.0,38.0,0.38,0.31,0.69,0.38,0.67,0.46,0.28,0.69,0.46,0.68,492,475.0,co COL,"FW,MF",Bournemouth,25.0,1999.0,2.6,0.0,0.0,0.0,4.0,2.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,17.0,3.0,7.0,30.0,492,475.0,co COL,"FW,MF",Bournemouth,25.0,1999.0,2.6,73.0,93.0,78.5,1067.0,200.0,44.0,48.0,91.7,22.0,32.0,68.8,5.0,5.0,100.0,1.0,1.4,1.3,0.4,9.0,6.0,2.0,2.0,6.0,605,583.0,co COL,"FW,MF",Bournemouth,25.0,1999.0,12.0,236.0,20.0,6.9,2.6,1.0,62.0,0.0,11.0,16.0,1.0,1.25,5.0,4.0,1.0,0.38,0.07,6.5,3.9,2.6,0.98,0.62,492,475.0,co COL,"FW,MF",Bournemouth,25.0,1999.0,2.6,7.0,2.0,3.0,2.0,2.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,1.0,8.0,8.0,0.0,492,475.0,co COL,"FW,MF",Bournemouth,25.0,1999.0,2.6,93.0,92.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,73.0,1.0,4.0,492,475.0,co COL,"FW,MF",Bournemouth,25.0,1999.0,2.6,14.0,5.1,11.0,0.0,1.0,2.0,0.0,0.0,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,492,475.0,co COL,"FW,MF",Bournemouth,25.0,1999.0,2.6,155.0,7.0,18.0,41.0,96.0,23.0,155.0,20.0,8.0,40.0,10.0,50.0,95.0,744.0,393.0,19.0,6.0,10.0,6.0,3.0,102.0,38.0,492,475.0,co COL,"FW,MF",Bournemouth,25.0,1999.0,2.6,1.0,13.0,6.0,46.2,3.54,1.32,0.08,0.17,14.8,0.0,0.0,0.0,1.2,1.2,0.09,0.2,0.2,fbref_2024_25,2.288135593220339,5.04802151363811,2.295918367346939,2.4387096774193546,5.09433962264151,0.27692307692307694,2.669491525423729,0.3813559322033898,6.483050847457627,1.1440677966101696,0.3813559322033898,0.4576271186440678,1.3166953528399312,0.030508474576271188,0.8419009957817691,2.0837425543411103,0.0639902557831712,0.7889051470681044
Luke Shaw,486,469.0,eng ENG,DF,Manchester Utd,29.0,1995.0,7.0,4.0,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,7.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.19,0.01,0.19,486,469.0,eng ENG,DF,Manchester Utd,29.0,1995.0,3.9,1.0,0.0,0.0,3.0,1.0,0.0,11.0,2.0,3.0,0.0,0.0,0.0,9.0,3.0,2.0,60.0,486,469.0,eng ENG,DF,Manchester Utd,29.0,1995.0,3.9,249.0,290.0,85.9,4252.0,1388.0,118.0,127.0,92.9,108.0,119.0,90.8,20.0,33.0,60.6,0.0,0.7,0.8,0.7,5.0,20.0,3.0,1.0,24.0,596,575.0,eng ENG,DF,Manchester Utd,29.0,1995.0,7.0,349.0,50.0,10.2,3.9,4.0,67.0,1.0,3.0,28.0,1.0,0.71,3.0,5.0,2.0,0.52,0.28,4.4,3.9,0.6,0.15,0.2,486,469.0,eng ENG,DF,Manchester Utd,29.0,1995.0,3.9,4.0,3.0,2.0,2.0,0.0,2.0,2.0,100.0,0.0,6.0,1.0,5.0,2.0,6.0,7.0,0.0,486,469.0,eng ENG,DF,Manchester Utd,29.0,1995.0,3.9,290.0,276.0,14.0,5.0,1.0,1.0,11.0,2.0,4.0,0.0,1.0,0.0,249.0,0.0,6.0,486,469.0,eng ENG,DF,Manchester Utd,29.0,1995.0,3.9,10.0,2.58,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486,469.0,eng ENG,DF,Manchester Utd,29.0,1995.0,3.9,317.0,26.0,128.0,149.0,42.0,4.0,317.0,1.0,0.0,0.0,1.0,100.0,226.0,1102.0,548.0,7.0,8.0,0.0,2.0,0.0,248.0,7.0,486,469.0,eng ENG,DF,Manchester Utd,29.0,1995.0,3.9,0.0,1.0,0.0,0.0,0.26,0.0,0.0,,23.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,fbref_2024_25,6.189111747851003,1.8051575931232091,0.0,1.2893982808022924,2.5787965616045847,0.1805157593123209,1.0315186246418337,0.5157593123209169,2.320916905444126,1.5472779369627507,0.0,0.0,0.0,0.0,0.28350874544093063,0.35749357835477924,-0.18472911064470077,-0.3373035842113405
Luke Thomas,527,508.0,eng ENG,DF,Leicester City,23.0,2001.0,14.0,13.0,1110.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,0.9,5.0,37.0,16.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,527,508.0,eng ENG,DF,Leicester City,23.0,2001.0,12.3,3.0,0.0,0.0,16.0,10.0,0.0,29.0,21.0,25.0,0.0,1.0,0.0,42.0,13.0,11.0,54.2,527,508.0,eng ENG,DF,Leicester City,23.0,2001.0,12.3,493.0,629.0,78.4,8065.0,2702.0,245.0,267.0,91.8,205.0,251.0,81.7,35.0,82.0,42.7,0.0,0.5,0.5,0.5,9.0,32.0,5.0,2.0,37.0,644,621.0,eng ENG,DF,Leicester City,23.0,2001.0,14.0,1110.0,79.0,32.5,12.3,13.0,85.0,9.0,1.0,4.0,11.0,0.57,8.0,23.0,15.0,1.22,0.03,8.2,24.5,16.2,1.32,0.42,527,508.0,eng ENG,DF,Leicester City,23.0,2001.0,12.3,31.0,25.0,23.0,5.0,3.0,21.0,41.0,51.2,20.0,15.0,6.0,9.0,21.0,52.0,49.0,1.0,527,508.0,eng ENG,DF,Leicester City,23.0,2001.0,12.3,629.0,518.0,108.0,20.0,0.0,0.0,29.0,80.0,8.0,4.0,3.0,0.0,493.0,3.0,14.0,527,508.0,eng ENG,DF,Leicester City,23.0,2001.0,12.3,16.0,1.3,12.0,3.0,0.0,0.0,0.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,527,508.0,eng ENG,DF,Leicester City,23.0,2001.0,12.3,775.0,50.0,294.0,366.0,120.0,8.0,775.0,6.0,3.0,50.0,3.0,50.0,371.0,1457.0,585.0,5.0,8.0,2.0,12.0,4.0,431.0,16.0,527,508.0,eng ENG,DF,Leicester City,23.0,2001.0,12.3,0.0,5.0,0.0,0.0,0.41,0.0,0.0,,16.8,0.0,0.0,0.0,0.4,0.4,0.07,0.4,0.4,fbref_2024_25,3.0,0.40540540540540543,0.24324324324324326,0.7297297297297297,1.2972972972972974,0.04054054054054054,2.5135135135135136,1.7027027027027026,3.4054054054054053,1.2162162162162162,0.0,0.032432432432432434,0.0,0.0,-0.2863794919144321,-0.30106187112033755,0.2873347635838592,-0.3147265732588062
Luke Woolfenden,572,546.0,eng ENG,DF,Ipswich Town,25.0,1998.0,15.0,12.0,1187.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572,546.0,eng ENG,DF,Ipswich Town,25.0,1998.0,13.2,2.0,0.0,0.0,5.0,2.0,1.0,0.0,19.0,6.0,0.0,0.0,0.0,38.0,15.0,15.0,50.0,572,546.0,eng ENG,DF,Ipswich Town,25.0,1998.0,13.2,496.0,562.0,88.3,9196.0,3071.0,178.0,184.0,96.7,274.0,292.0,93.8,39.0,74.0,52.7,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,15.0,699,663.0,eng ENG,DF,Ipswich Town,25.0,1998.0,15.0,1187.0,79.0,34.7,13.2,12.0,90.0,11.0,3.0,36.0,13.0,0.47,12.0,28.0,16.0,1.21,0.03,9.2,25.7,16.5,1.25,0.37,572,546.0,eng ENG,DF,Ipswich Town,25.0,1998.0,13.2,9.0,6.0,5.0,4.0,0.0,2.0,5.0,40.0,3.0,21.0,14.0,7.0,19.0,28.0,76.0,0.0,572,546.0,eng ENG,DF,Ipswich Town,25.0,1998.0,13.2,562.0,547.0,13.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,496.0,2.0,2.0,572,546.0,eng ENG,DF,Ipswich Town,25.0,1998.0,13.2,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572,546.0,eng ENG,DF,Ipswich Town,25.0,1998.0,13.2,694.0,147.0,407.0,278.0,9.0,3.0,694.0,0.0,0.0,,0.0,,368.0,2118.0,1249.0,7.0,3.0,0.0,4.0,0.0,442.0,0.0,572,546.0,eng ENG,DF,Ipswich Town,25.0,1998.0,13.2,0.0,1.0,0.0,0.0,0.08,0.0,0.0,,12.9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,fbref_2024_25,1.1373209772535804,0.5307497893850042,0.0,0.0,0.15164279696714406,0.0,0.6823925863521483,1.4406065711878686,2.8812131423757372,1.5922493681550127,0.0,0.0,0.0,0.0,-0.49234206478961245,-0.7310175865143959,0.1425566114699448,-0.3373035842113405
